ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,Department,Culpa,,
CHNSW4013,,,78780,4,4,3,Business Chinese II,East Asian Lang. & Cult.,,,
MGMTB7510,,,15338,3,4,0,Managerial Negotiations,Other,,,
HSEAW3869,,,74646,3,3,1,"Modern Japan, 1800 to the Pres",East Asian Lang. & Cult.,,,
ACLGV2028,,,83048,3,9,5,Intro to 21St Cent Archaeology,Other,,,
ACLGV2029,,,63073,0,3,1,Intro to 21St Cent Archaeology,Other,,,
MUSIV2318,,,24779,3,33,27,Diatonic Harmony/Counterpoint,Music,,,
MATHV3027,,,19600,3,41,21,Ordinary Differentl Equations,Math,3072,,
MUSIV3316,,,16005,1,21,16,Ear-Training III,Music,,,
MATHV3007,,,11994,3,47,29,Complex Variables,Math,2855,,
PORTW1201,,,16223,4,4,1,Intermediate Portuguese I,Spanish & Portuguese,558,,
CHEMC1406,,,29327,0,93,82,General Chemistry II-Rec,Chemistry,,,
MUSIV1625,,,86547,2,6,1,World Music Ensemble-Gaga,Music,,,
HISTW3764,,,10049,3,3,1,East African History,History,4250,,
ECONW4996,,,28150,2,9,3,Research Course,Economics,,,
ECONW4412,,,21198,3,14,3,Advanced Econometrics,Economics,5790,,
MATHW4051,,,64054,3,10,5,Topology,Math,3274,,
MATHW4081,,,76842,3,7,3,Intro-Differentiable Manifolds,Math,,,
PSYCW2230,,,82498,3,2,0,Perception and Sensory Processes,Psychology,2321,,
ANTHV3926,,,61279,4,1,0,Rewriting Modernity,Anthropology,5773,,
SOCIV2230,,,81760,3,3,0,Food and the Social Order,Sociology,,,
APPHE4112,APAM,4112,12932,3,20,1,Laser Physics,Applied Physics/Math,,,
ELENE9800,ELEN,9800,92306,3,4,1,Doctoral Research Instruction,Electrical Engineering,,,
ELENE6906,ELEN,6906,92799,3,26,0,Low Dimensional Nanoelect,Electrical Engineering,,,
ELENE6902,ELEN,6902,60900,3,14,3,Tpc: Renewable Power Syst,Electrical Engineering,,,
SDEVW3310,,,70943,3,2,1,Ethics of Sustainable Developm,Other,,,
MATHG4077,,,66536,3,8,0,Computational Finance,Math,,,
FINCB8384,,,74405,3,10,1,Equity Derivatives,Business,,,
SPANW3450,,,72166,3,3,1,Short Fiction In Latin Am,Spanish & Portuguese,,,
APPHE6110,APAM,6110,23160,3,4,2,Laser Interactions With Matter,Applied Physics/Math,,,
QMSSG4063,,,71924,4,5,0,Data Visualization,Other,,,
KORNW1201,,,23664,5,6,4,Intermediate Korean I,East Asian Lang. & Cult.,,,
STATW4413,,,74448,3,7,3,Nonparametric Statistics,Statistics,,,
BENGW1201,,,75508,4,1,0,Intermediate Bengali I,Other,,,
BENGW1202,,,74783,4,3,0,Intermediate Bengali II,Other,,,
ASTRC3602,,,66423,3,5,3,Physical Cosmology,Astronomy,5923,,
PSYCW2450,,,14682,3,3,1,Behavioral Neuroscience,Psychology,5042,,
ASTRC2001,,,15164,3,8,4,Intro to Astrophysics I,Astronomy,1538,,
PHILG4455,,,17746,3,3,0,Set Theory,Philosophy,,,
EAASW4118,,,83453,3,2,0,Early Cinema of the 1970S,East Asian Lang. & Cult.,5822,,
EAASW4357,,,16505,4,6,2,Contemporary Japanese Cinema,East Asian Lang. & Cult.,,,
FINCB8323,,,20751,3,36,0,Asset Management,Business,,,
DNCEX2333,,,1630,1,7,5,Modern III,Dance,6170,,
DNCEX2563,,,8349,3,8,3,Dance Composition: Form,Dance,2370,,
DNCEX3980,,,5092,4,1,1,Performing the Political,Dance,,,
DNCEX2564,,,3017,3,3,2,Dance Composition: Content,Dance,,,
MATHW4052,,,93650,3,1,0,Introduction to Knot Theory,Math,,,
MATHW4053,,,10123,3,4,1,Intro to Algebraic Topolo,Math,,,
MATHV3020,,,11902,3,55,40,Number Theory and Cryptography,Math,3920,,
STATW4201,,,63905,3,22,3,Advanced Data Analysis,Statistics,,,
SPANW3462,,,15364,3,1,0,Span Grammar: Rules-Law/B,Spanish & Portuguese,5361,,
MUSIV3128,,,70207,3,4,2,Hist-West Mus: Mid Age-Baroque,Music,5195,,
MUSIW4430,,,13346,3,6,4,Listen/Sound-Cross-Cultl Persp,Music,,,
POLSW4895,,,68036,3,1,0,"War, Peace and Strategy",Political Science,3770,,
FRENW3240,,,69932,3,1,0,"Fren Lang,Soc,Cultre Thru Film",French,,,
HISTW1010,,,68351,3,6,5,"Ancient Greek Hist, 800-146 Bc",History,2365,,
FILMW3001,,,64288,3,6,4,Intro-Study and Theory of Film,Other,,,
FILMW3011,,,92402,0,6,4,Intro-Study and Theory-Film-Disc,Other,,,
FRENW3578,,,19275,3,1,0,Proust,French,,,
VIARR3130,,,78648,3,1,0,Ceramics I,Visual Arts,,,
PSYCW2680,,,77463,3,3,1,Social/Personality Development,Psychology,713,,
ENGLW4404,,,63779,3,9,7,Victorian Poetry,English & Comp-Lit,,,
A&HMY5166,,,51665,2,1,0,Instrumental Instructn: Guitar,Other,,,
CHEMG4145,,,25784,1,1,0,Nmr Spectroscopy,Chemistry,,,
ANTHV3126,,,17299,3,1,0,Imagining the City,Anthropology,6834,,
CHEMG6168,,,16413,2,2,1,Materials Chemistry IIa,Chemistry,,,
CHEMG6169,,,14269,2,2,1,Materials Chemistry IIb,Chemistry,,,
ENGLW3955,,,92070,4,1,0,Bildungsroman In Europe,English & Comp-Lit,,,
MSAEE6230,APAM,6230,65795,3,2,0,Kinetics of Phase Transformatn,Applied Physics/Math,,,
ANTHV3465,,,60045,3,3,0,"Women, Gender Pol-Muslim World",Anthropology,4249,,
ANTHV3467,,,82044,0,3,0,Women/Gender-Muslim World-Disc,Anthropology,,,
PSYCW2480,,,14655,3,2,1,The Developing Brain,Psychology,4548,,
CHENE4231,CHEN,4231,11747,3,18,4,Solar Fuels,Chemical Engineering,,,
KORNW1102,,,76747,5,17,11,Elementary Korean N,East Asian Lang. & Cult.,,,
PHILV3411,,,72132,4,19,12,Symbolic Logic,Philosophy,94,,
PHILV3413,,,23251,0,20,12,Symbolic Logic - Rec,Philosophy,,,
OCCTM8110,,,13300,1,1,0,Thesis Seminar,Other,,,
RELIV3720,,,29570,3,1,0,Religion and Its Critics,Religion,,,
BUECB7210,,,74482,3,2,0,Media and Information Man,Other,,,
HISTW3412,,,61053,3,1,0,Revolutionary Amer 1750-1815,History,4518,,
EAASG4830,,,23479,3,1,0,Images of Disasters,East Asian Lang. & Cult.,,,
ENHSW4983,,,13098,4,1,0,Hacking the Archive,Other,,,
HSEAW4870,,,13758,3,5,3,Japan Before 1600,East Asian Lang. & Cult.,,,
MDESW1401,,,13256,4,4,2,Elementary Sanskrit I,Mid. East, South Asian, African Stud.,5799
MDESW1402,,,23244,4,3,2,Elementary Sanskrit II,Mid. East, South Asian, African Stud.,
MECEE4430,MECE,4430,60996,3,36,4,Automotive Dynamcis,Mechanical Engineering,6788,,
BUSIB8745,,,17314,1,2,0,Forecasting For Drug Developme,Business,,,
MECEE4210,MECE,4210,17046,3,60,9,Energy Infrastructure Planning,Mechanical Engineering,,,
INAFU6042,,,24691,3,6,0,Energy Business and Econ,International & public affairs,,,
SUMAK4155,,,97450,3,14,3,Energy Markets and Innovation,Continuing Education,6551,,
EESCW3018,,,63904,3,2,0,Weapons of Mass Destruction,Earth/Environmental Science,3313,,
STATW2024,,,61737,3,8,5,Appl Lin Regression Analysis,Statistics,6417,,
WRITW3307,,,81763,3,1,0,Eccentrics and Outsiders,Other,,,
A&HMY4166,,,51822,2,4,1,Guitar Inst: Non-Major,Other,,,
YIDDW1101,,,84031,4,3,1,Elementary Yiddish I,Other,4078,,
BMENE1001,BMEN,1001,18201,3,141,125,Engineering In Medicine,BioMedical Engineering,1620,,
ENGLC1013,,,26251,3,59,31,University Writing: Sust Dev,English & Comp-Lit,,,
MDESW1208,,,19229,5,3,2,Arabic For Heritage Speakers I,Mid. East, South Asian, African Stud.,5755
PHYSC1401,,,29791,3,588,352,Intro to Mechanics and Thermo,Physics,5160,,
MDESW1209,,,19759,5,4,2,Arabic Heritage Speakers II,Mid. East, South Asian, African Stud.,
ENGIW1006,COMS,1006,65953,3,123,110,Intro to Comp For Eng/App Sci,Other,6732,,
MDESW4210,,,29812,5,1,1,Third Year Arabic I,Mid. East, South Asian, African Stud.,5756
MDESW4211,,,76488,5,1,1,Third Year Arabic II,Mid. East, South Asian, African Stud.,
MDESW3920,,,67583,3,3,3,Contemp Culture In Arab World,Mid. East, South Asian, African Stud.,
MDESW3923,,,21157,3,3,2,Cntrl Questions In Islamic Law,Mid. East, South Asian, African Stud.,5803
CLENW3390,,,23729,4,1,1,The Art of the Novel,English & Comp-Lit,5786,,
CLMEW3929,,,61786,3,1,1,Modern Arabic Novels,English & Comp-Lit,,,
DRANB7835,,,77472,3,1,0,Security Pricing: Models,Other,,,
A&HMY4154,,,33832,2,1,0,Viola Inst: Non-Major,Other,,,
PSYCW2630,,,77116,3,18,15,Social Psychology,Psychology,1331,,
SOCIV3217,,,3603,3,1,0,Law and Society,Sociology,,,
CHEMC1403,,,17816,3,666,396,General Chemistry I-Lectures,Chemistry,283,,
CHEMC1405,,,21443,0,298,190,General Chemistry I - Rec,Chemistry,1406,,
ENGLC1020,,,89034,3,57,32,University Writing: Internat'L,English & Comp-Lit,,,
AHMMV3321,,,20940,3,17,13,Musics of India and West Asia,Other,,,
ENGLW3230,,,63319,3,1,1,Joyce,English & Comp-Lit,825,,
MUSIV3317,,,16666,1,8,6,Ear-Training IV,Music,,,
MUSIG6602,,,74661,3,12,5,Basic Electroacoustics II,Music,,,
MUSIW4318,,,25030,1,1,1,Ear-Training V,Music,,,
MGMTB8518,,,13640,3,4,0,Introduction to Venturing,Other,,,
PHILV3121,,,62242,3,2,1,Plato,Philosophy,750,,
FINCB8320,,,70817,3,4,0,Applied Security Analysis I,Business,,,
MUSIG6611,,,78441,3,6,4,Computer Music II,Music,,,
INAFU8050,,,67147,3,4,0,Int'L Fixed Income: Adv Topics,International & public affairs,,,
DROMB8858,IEOR,8858,14703,3,23,1,Data-Driven Entrepreneurship,Other,,,
ECONX1007,,,3020,3,7,5,Math Methods For Economics,Economics,5139,,
FRENW4998,,,97850,2,1,0,Independent Study,French,,,
URBSV3920,,,4844,4,1,0,Social Entrepreneurship,Other,,,
HISTW3432,,,73027,3,6,2,U.S. Era of Civil War and Recon,History,2781,,
CHNSC1011,,,78783,2,7,4,Introductory Chinese B,East Asian Lang. & Cult.,2195,,
CHEMW1404,,,10344,3,168,24,General Chemistry II-Lectures,Chemistry,283,,
CHEMW1406,,,76180,0,76,23,General Chemistry II-Rec,Chemistry,,,
BIOLC2016,,,12567,0,143,85,"Intro Bio II: Cell Bio,Dev/Phys",Biology,,,
BIOCW3300,,,71196,3,35,34,Biochemistry,Other,,,
CHEMW3493,,,62279,1,40,33,Organic Chemistry Lab I,Chemistry,,,
CHEMW3495,,,12746,0,40,33,Organic Chemistry Lab I-Lab Lec,Chemistry,,,
CHEMW3494,,,11396,1,37,30,Organic Chemistry Laboratory,Chemistry,,,
CHEMW3496,,,11447,0,37,30,Organic Chemistry Laboratory,Chemistry,,,
EESCW1411,,,96446,3,1,1,"Earth: Orig,Evol,Proc,Future",Earth/Environmental Science,,,
BUSIK4040,,,95941,3,1,0,Security Analysis,Business,,,
ARCHV3901,,,9761,4,1,0,Sr Sem: Architectre Critic,Architecture,,,
CHEMC1409,,,67625,0,218,119,General Chemistry I - Rec,Chemistry,,,
ENGLX3158,,,4988,3,3,3,Literatures Medieval Brit,English & Comp-Lit,,,
ECONW4230,,,68548,3,2,0,Economics of New York City,Economics,,,
PHYSW1401,,,65609,3,199,0,Intro to Mechanics and Thermo,Physics,5160,,
PHYSW1404,,,81771,0,175,0,Intro to Mech and Thermo - Rec,Physics,,,
PHYSW1402,,,27629,3,234,0,Intro Elec/Magnetsm and Optcs,Physics,1808,,
BUSIB8723,,,91699,3,1,0,Global Immersion: Leadership,Business,,,
MGMTB8538,,,65940,1,1,0,The Leader'S Voice: Communicat,Other,,,
MRKTB8625,,,17735,3,9,0,Defining and Developing W,Other,,,
ACTUK4850,,,88600,3,1,0,Oral Comm For Actuarial Prof,Other,,,
FINCB8390,,,71587,3,2,0,Hedge Fund Investment and Select,Business,,,
REGNU6535,,,67001,1,1,0,Geopolitics-Russian Oil and Gas,Other,,,
EACEE4560,EAEE,4560,76203,3,26,7,Particle Technology,Other,,,
CHEEE4050,VDEO,4050,77855,3,5,1,Indust/Environmntl Electrochem,Other,,,
CHEMC3098,,,29812,4,5,3,Supervised Independent Res,Chemistry,,,
STATW1111,,,14893,3,21,12,Introduction to Statistics,Statistics,153,,
KORNW1101,,,61232,5,8,3,Elementary Korean N,East Asian Lang. & Cult.,,,
MATHW4065,,,21858,3,3,2,Honors Complex Variables,Math,,,
SPANW3490,,,66473,4,1,0,Latin Amer Humanities I (Eng),Spanish & Portuguese,,,
PHYSG6060,,,22818,3,1,0,Atomic Physics,Physics,,,
EESCV3015,,,80998,3,2,0,The Earth'S Carbon Cycle,Earth/Environmental Science,,,
HISTX3408,,,1067,3,6,3,Emerging Cities: 19Th C West,History,5957,,
MRKTB8607,,,10206,3,13,0,Strategic Consumer Insight,Other,,,
HISTW3304,,,68580,3,4,2,"Modern Germany, 1900-2000",History,4454,,
MRKTB8609,,,18947,1,1,0,Marketing of Financial Se,Other,,,
AHISV3464,,,13146,3,3,0,Later Italian Art,Art History,5896,,
CHENE4020,CHEN,4020,12125,3,37,10,Safguardng Intlctl-Bus Proprty,Chemical Engineering,,,
DROMB8130,IEOR,8130,78496,1,46,0,Applied Stat and Data Analysis,Other,,,
MRKTB9616,,,82950,3,2,0,(Phd) Bayesian Modeling and Comp,Other,,,
STATG6501,,,15324,3,11,1,Stochastc Procsses-Applictns I,Statistics,5603,,
PHILG4561,,,63739,3,1,1,Probability and Decision Theory,Philosophy,4170,,
PHILV3274,,,1435,3,2,2,Nietzsche,Philosophy,,,
STATG8307,,,23447,3,3,1,Stat Communication and Graphics,Statistics,,,
COMSW4162,COMS,4162,60624,3,18,5,Advanced Computer Graphics,Computer Science,,,
MDESW2041,,,65892,3,3,1,Intro to Indian Philosophy,Mid. East, South Asian, African Stud.,
RELIV2215,,,3284,0,9,8,Hinduism - Discussion,Religion,,,
CPLSW3333,,,77348,3,4,2,East/West Frametale Narratives,English & Comp-Lit,,,
MUSIV2314,,,89530,1,35,27,Ear-Training I,Music,626,,
CHNSC1201,,,11647,5,7,4,Intermediate Chinese N,East Asian Lang. & Cult.,5464,,
ENGLX3121,,,9138,3,6,2,Public Speaking,English & Comp-Lit,,,
MUSIV3385,,,70888,3,1,0,Analysis of Popular Music,Music,,,
MUSIG4467,,,23338,3,1,0,Post-1965 Jazz,Music,,,
ELENE4901,ELEN,4901,21547,3,43,1,Tpc: Mobile App Dev Androi,Electrical Engineering,,,
ASTRW1404,,,25124,3,14,4,"Stars, Galaxies and Cosmology",Astronomy,2056,,
MDESW1608,,,77491,5,10,6,Hindi For Heritage Speakers I,Mid. East, South Asian, African Stud.,
CPLSX3162,,,7073,3,2,0,Novella Cervantes to Kafka,English & Comp-Lit,5512,,
CHENE4501,CHEN,4501,14033,3,66,11,Process Safety,Chemical Engineering,,,
MSAEE1001,APAM,1001,91898,3,18,14,Atomic-Scale Eng-New Materials,Applied Physics/Math,2935,,
MATHV1207,,,67208,4,49,19,Honors Mathematics A,Math,5191,,
STATG6107,,,61521,4,1,1,Statistical Inference Theory I,Statistics,,,
PHYSC1604,,,17808,0,237,156,"Physics II: Thermo,Elec/Mag-Rec",Physics,,,
STATG6108,,,69570,4,1,1,Statisticl Inference Theory II,Statistics,,,
DNCEX2561,,,7481,3,7,4,Applied Anatomy For Hum M,Dance,,,
FINNW1102,,,88596,4,2,0,Elementary Finnish II,Other,,,
FINNW1201,,,18358,4,2,0,Intermediate Finnish I,Other,,,
FINNW1202,,,76662,4,2,0,Intermediate Finnish II,Other,,,
FINNW3333,,,24192,3,1,0,Advanced Finnish I,Other,,,
FINNW3334,,,75703,3,1,0,Advanced Finnish II,Other,,,
CHEMW2507,,,29585,3,85,40,Intensve General Chemistry-Lab,Chemistry,412,,
BMENE2400,BMEN,2400,82792,0,23,14,Biosignal and Biomed Imag Track,BioMedical Engineering,,,
SDEVW2300,,,16202,3,9,2,Challenges 0F Sustainable Dev,Other,6767,,
SDEVW3410,,,16648,3,1,0,Urbanization and Sustainability,Other,,,
ENGLW3802,,,26541,3,1,0,Hist of the English Novel I,English & Comp-Lit,,,
ITALV1121,,,12697,6,4,3,Intensive Elementary Italian,Other,2146,,
MATHV2030,,,81296,3,230,82,Ordinary Differential Equation,Math,,,
URBSV3420,,,2613,3,3,2,Introduction Urban Sociol,Other,4189,,
IEORE4732,IEOR,4732,25997,3,42,0,Comput Mthds-Derivatv,Industrial Eng/Operations Res.,,,
EAASW4009,,,72611,3,1,0,Intro-Classical Chinese Poetry,East Asian Lang. & Cult.,,,
MUSIV3310,,,27445,3,1,0,Techniques of 20Th Cent M,Music,5528,,
MUSIV3321,,,63229,3,9,7,Chromatic Harmony/Counter,Music,,,
POLSW3202,,,20221,3,1,0,Labor and American Politics,Political Science,5101,,
DNCEX2137,,,1283,1,16,10,Ballet III,Dance,,,
PHILV3701,,,70274,4,10,6,Ethics,Philosophy,1505,,
PHILV3711,,,19994,0,10,6,Ethics - Rec,Philosophy,,,
STATW3997,,,18498,3,2,0,Individual Research,Statistics,,,
ANTHV3933,,,27735,4,3,3,Arabia Imagined,Anthropology,820,,
AHISC3001,,,69344,3,16,13,Intro to Architecture,Art History,2280,,
HSPBW3950,,,67793,3,4,2,Social Hist of Amer Pub Health,Other,5609,,
MUSIG6630,,,68604,3,1,1,Recorded Sound,Music,,,
RUSSV1101,,,22073,5,6,2,First-Year Russian I,Other,1139,,
ENGLW3400,,,15120,3,8,7,African-American Literature,English & Comp-Lit,148,,
ASTRX1753,,,5927,3,5,1,Life In the Universe,Astronomy,280,,
EESCV1201,,,70177,3,1,0,Environmental Risks and Dis,Earth/Environmental Science,,,
HISTW3400,,,64030,3,3,1,Amer Pres Fr Washington-Obama,History,,,
BIOLG4075,,,15529,3,2,0,Biology At Physical Extremes,Biology,,,
BIOLW4082,,,12997,4,1,0,Theor Found/Applc-Biophys Mthd,Biology,,,
CHEMW3443,,,71048,3,68,38,Organic Chemistry I-Lectures,Chemistry,1475,,
CHEMW3445,,,13044,0,37,19,Organic Chemistry - Rec,Chemistry,,,
BIOCC3511,,,24783,0,14,14,Biochem I-Struct/Metabolsm-Rec,Other,,,
CHENE4660,CHEN,4660,72696,3,6,1,Biochemical Engineering,Chemical Engineering,,,
PSYCW2440,,,70576,3,1,0,Language and the Brain,Psychology,525,,
CHNSW4006,,,25031,5,8,4,Advanced Chinese W,East Asian Lang. & Cult.,,,
BIOTW4160,,,71201,3,3,0,Biotechnology Law,Other,,,
POLSW4496,,,61882,3,2,1,Contemporary African Politics,Political Science,4706,,
CSERW3222,,,74856,3,1,0,Nature/Power: Envir Hist N Amer,Other,,,
ANTHV2035,,,73460,3,14,11,Intro to the Anthrop of S Asia,Anthropology,,,
LINGW4903,,,62254,3,1,0,Syntax,Other,6679,,
ENGLX3147,,,1084,4,1,0,Intro to Narrative Medici,English & Comp-Lit,6528,,
EAEEE2100,EAEE,2100,87033,3,20,3,A Better Planet By Design,Earth/Environmental Engineering,,,
EAEEE4303,EAEE,4303,20969,3,6,1,Carbon Measuremnt and Monitoring,Earth/Environmental Engineering,,,
EESCX3033,,,1030,3,1,1,Waste Management,Earth/Environmental Science,,,
AMSTW3930,,,21635,4,3,2,Freedom and Citizenship In,Other,5146,,
EDUCX3052,,,4696,4,1,0,Math and the City,Other,,,
HISTX3567,,,7622,3,1,0,American Women In the 20Th C,History,3699,,
HSMEW3810,,,68396,3,9,4,History of South Asia I,Other,6674,,
ENGLX3104,,,4934,3,1,0,The Art of the Essay,English & Comp-Lit,,,
GERMV3001,,,66316,3,4,1,Advanced German I,Other,,,
GERMV3002,,,7100,3,4,2,Advanced German II,Other,5694,,
EESCX3200,,,8331,3,1,0,Ecotoxicology,Earth/Environmental Science,,,
CNADK4130,,,90941,3,2,0,Green Technology and Leed,Other,6735,,
MDESW1612,,,24605,5,1,0,Intermediate Hindi-Urdu I,Mid. East, South Asian, African Stud.,
BMENE4310,BMEN,4310,12847,3,25,12,Solid Biomechanics,BioMedical Engineering,,,
PHYSC1601,,,26081,3,342,213,Physics I: Mechanics/Relativity,Physics,586,,
PHYSC1603,,,18369,0,336,210,Physics I: Mechanics/Relativity,Physics,,,
EAASV3215,,,64895,3,3,3,Korean Literature and Fil,East Asian Lang. & Cult.,,,
INAFU8689,,,76046,3,1,0,Global Financl Serv-21St Cent,International & public affairs,,,
POLSW3503,,,27523,3,1,0,Pol Econ of African Dvlpm,Political Science,6481,,
POLSW3630,,,22599,3,1,0,Politcs of Intl Econ Relations,Political Science,,,
POLSV3313,,,26909,3,5,3,American Urban Politics,Political Science,1416,,
POLSW3659,,,74995,3,2,0,Int Cooperation and Institutions,Political Science,,,
ENTHX3144,,,4866,4,1,0,Black Theatre,Other,3864,,
JAZZW4900,,,66293,3,5,4,Jazz and the Lit Imaginat,Other,6470,,
LATNV1101,,,66246,4,4,2,Elementary Latin I,Other,416,,
JPNSC1201,,,73741,5,9,5,Second Year Japanese I,East Asian Lang. & Cult.,799,,
ASTRC1836,,,18671,3,1,0,Stars and Atoms,Astronomy,1849,,
ANTHV3035,,,69462,3,2,1,Religion In Chinese Society,Anthropology,955,,
RELIV2005,,,12125,4,6,5,Buddhism: Indo-Tibetan,Religion,,,
EAASW3338,,,63013,3,4,3,Cultrl Hist-Japanese Monsters,East Asian Lang. & Cult.,,,
ITALW1201,,,68061,4,4,1,Intermediate Italian I,Other,4681,,
ENMEE6216,CEEM,6216,12534,3,8,1,Structural Health Monitoring,Civil Engineering,,,
ENMEE8320,CEEM,8320,69277,4,4,1,Viscoelasticity and Plasticity,Civil Engineering,,,
MUSIW4626,,,92448,3,1,0,Musical Instr In Elec/Comp Mus,Music,,,
MUSIG6601,,,22700,3,6,5,Electronic Music I,Music,,,
EEEBW3001,,,63497,4,2,1,The Saga of Life,Other,,,
SOCIW3225,,,62945,3,2,0,Sociology of Education,Sociology,194,,
STATW3103,,,72965,6,4,2,Mathematical Methods For Stat,Statistics,6730,,
SOCIW3296,,,19218,3,3,2,Paris: the Making of a Mo,Sociology,6775,,
ARCHV3120,,,3459,3,5,2,"City,Landscape, and Ecology",Architecture,,,
PHEDX1693,,,7764,1,4,3,Beginning Yoga,Physical Education,,,
URBSV3464,,,8799,3,8,6,Ecologies/Infrastructure,Other,,,
SOCIW3490,,,11467,3,9,9,"Mistake, Misconduct, Disaster",Sociology,5817,,
ENGLW4622,,,17487,3,3,3,African American Literature II,English & Comp-Lit,,,
ELENE4998,ELEN,4998,66148,3,30,6,Intermediate Projects,Electrical Engineering,,,
VIARR3001,,,81773,3,2,0,Drawing II - Mixed Media,Visual Arts,5105,,
ENMEE4115,CEEM,4115,11542,3,11,0,Micromech of Composite Mat,Civil Engineering,,,
EESCW3010,,,93666,2,2,0,Field Geology,Earth/Environmental Science,,,
DNCEX3141,,,883,1,7,6,Ballet Vi,Dance,,,
DNCEX3602,,,1372,3,2,1,Rehearsal and Perfrmnce In Dance,Dance,,,
DNCEX3576,,,7302,3,2,2,Dance Criticism,Dance,,,
ARCHA4124,,,96646,3,3,1,"Struc, Systems and Mat",Architecture,,,
ARCHA6825,,,86532,3,3,1,Arch Engineering Hybrid,Architecture,,,
VIETW1101,,,12231,4,2,1,Elementary Vietnamese I,Other,,,
ENGLX3166,,,4530,3,2,0,17Th Century Prose and Po,English & Comp-Lit,,,
CSERW3904,,,75286,4,1,0,Rumor and Racial Conflict,Other,,,
CIENE4247,CEEM,4247,21546,3,25,3,Des of Large-Scale Found Syst,Civil Engineering,,,
HISTX3500,,,8373,3,3,1,"Poverty, Race, and Gender U.S.",History,6768,,
GRKMV1201,,,62478,4,1,0,Intermediate Modern Greek I,Other,5129,,
GRKMW1211,,,75547,1,1,0,Inter Modern Greek Conversatn,Other,,,
PSYCW2220,,,23694,3,1,0,Cognition: Memory and Stres,Psychology,1002,,
HISTW3630,,,21082,3,1,0,American Jewish History,History,56,,
FILMW3050,,,27548,3,1,1,The Documentary Tradition,Other,,,
FILMW3052,,,86348,0,1,1,The Documentary Tradition,Other,,,
AHISV3248,,,77224,3,9,7,Greek Art and Architecture,Art History,1442,,
HISTW3491,,,16850,3,1,0,Us Foreign Relations 1890-1970,History,749,,
RELIV3410,,,27024,3,8,6,Daoism,Religion,,,
FRENX1203,,,7074,3,11,4,Intermediate French I,French,5142,,
HISTX1760,,,3717,3,9,4,Intr African Hist: 1700-Pr,History,3133,,
HISTW3618,,,65140,3,26,12,The Modern Caribbean,History,,,
MUSIV2016,,,72766,3,14,11,Jazz,Music,,,
CSERW3701,,,23153,4,2,0,Us-Latino Cultural Production,Other,,,
BUSIK3999,,,67997,3,2,0,Independent Research,Business,,,
FINCB9302,,,23776,3,2,0,(Phd) Finance Theory I,Business,,,
CSERW3911,,,17854,4,1,0,Issu-Mod Natv Amer Tribal Govt,Other,,,
CSERW1040,,,13506,3,1,0,Crit Appro-Study of Eth and Race,Other,6332,,
CSERW3914,,,60954,4,2,1,App to Contemp Native Amer Edu,Other,,,
CSERW4481,,,86038,3,1,0,Immigs Indigenous Citizen,Other,,,
PSYCX1138,,,241,3,5,2,Social Psychology-Lec,Psychology,4619,,
ASTRW1453,,,29129,3,9,5,Another Earth,Astronomy,,,
EESCW1401,,,90798,3,4,2,Dinosaur and History of Life-Lec,Earth/Environmental Science,,,
MATHW4044,,,15846,3,4,2,Representatns of Finite Groups,Math,5562,,
ANTHV1012,,,20992,0,9,6,Interpretation of Cultre-Disc,Anthropology,,,
HISTW3026,,,86096,3,2,0,Roman Social History,History,,,
COCIF1102,,,95944,4,1,1,Contemp Westrn Civilization II,Other,,,
SPANW1220,,,11585,4,5,2,Comprehensive Inter Spanish,Spanish & Portuguese,666,,
FINCB8308,,,15491,3,39,0,Debt Markets,Business,,,
MSAEE8235,APAM,8235,72194,3,9,1,Materials Theory,Applied Physics/Math,,,
MSAEE6229,APAM,6229,83452,3,18,0,Energy/Part-Beam Proces-Matrls,Applied Physics/Math,,,
INAFU6775,,,28461,3,1,0,Indian Economy In Transition,International & public affairs,,,
EESCW4917,,,62717,3,4,0,The Earth/Human Interactions,Earth/Environmental Science,,,
MECEE1008,MECE,1008,97949,1,27,10,Intro to Machining,Mechanical Engineering,,,
ARCHV3201,,,8540,4,1,0,Architectural Design I,Architecture,,,
ARCHV3202,,,9836,4,1,0,Architectural Design II,Architecture,6358,,
AHISW4443,,,13926,3,1,0,Baroque/Rococo Arch 1600-1750,Art History,2775,,
RUSSV1102,,,18944,5,4,3,First-Year Russian II,Other,1689,,
PHYSW2001,,,97355,3,9,0,Special Relativity,Physics,1538,,
MRKTB8626,,,12867,1,2,0,Sales Management,Other,,,
ELENE6889,ELEN,6889,25080,3,20,0,Large Data Stream Proc,Electrical Engineering,,,
SPANW3491,,,17000,4,1,0,Latin Amer Humanities II (Eng),Spanish & Portuguese,,,
HISTX3676,,,8898,3,3,2,Lat Amer: Migration/Race/Ethn,History,6050,,
VIARR3021,,,21616,3,3,1,Figure Drawing I,Visual Arts,,,
DROMB9119,,,66621,3,6,0,(Phd) Foundations of Stochasti,Other,,,
EEORE6616,IEOR,6616,28649,3,22,0,Convex Optimization,Other,,,
FINCB7323,,,24017,3,7,0,Options and Derivatives,Business,,,
MRKTB8611,,,10035,3,4,0,Marketing Plans Workshop,Other,,,
INAFU8085,,,89532,1,2,0,Topics In Corporate Finance I,International & public affairs,,,
MECEE8020,MECE,8020,24389,3,19,0,Masters Thesis,Mechanical Engineering,,,
