ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,Department,Culpa,,
ELENE6882,ELEN,6882,23151,3,82,1,Visual Search Engine,Electrical Engineering,,,
EECSE6870,ELEN,6870,91647,3,89,3,Speech Recognition,Other,,,
ELENE6860,ELEN,6860,16684,3,63,1,Adv Digital Signal Processing,Electrical Engineering,,,
MGMTB8519,,,76068,3,29,1,Launching New Ventures,Other,,,
ANTHV2010,,,19426,3,34,27,Major Debates-Study of Africa,Anthropology,4426,,
ANTHV2210,,,67649,0,34,27,Maj Debates-Study of Africa,Anthropology,,,
COMSE0003,COMS,3,82791,0,78,46,Artif Intelligence-Track,Computer Science,,,
COMSW4737,COMS,4737,64945,3,48,5,Biometrics,Computer Science,5150,,
JPNSW1001,,,12804,2,75,27,Elementary Japanese A,East Asian Lang. & Cult.,3723,,
OPMNB8824,,,26248,3,16,0,Mse Introd Sports Analytics,Other,,,
IEORE4615,IEOR,4615,17402,3,56,19,Service Engineering,Industrial Eng/Operations Res.,,,
OPMNB8862,,,29545,3,114,0,Demand and Supply Analytics,Other,,,
VIARR1401,,,62048,3,4,3,Intro to Printmaking,Visual Arts,,,
CHEMC3046,,,28779,3,24,22,Intensve Organic Chem-Fre,Chemistry,200,,
ECONW1105,,,61946,4,1253,724,Principles of Economics,Economics,1908,,
ECONW1155,,,71302,0,1235,713,Principles of Economics-Disc,Economics,,,
ENGIE1102,ENGI,1102,28602,4,1525,755,The Art of Engineering,Core,2283,,
HUMAC1002,,,77697,4,166,86,Eurpn Lit-Philos Mastrpiecs II,Other,6319,,
MATHV1208,,,10529,4,56,28,Honors Mathematics B,Math,5192,,
PHYSC2802,,,77782,4,62,42,Accelerated Physics II,Physics,5052,,
CHEMC1604,,,21880,3,148,104,2Nd Term Gen Chem (Intensive),Chemistry,1443,,
CHEMC1606,,,63229,0,148,104,2Nd Term Gen Chem(Intens)-Rec,Chemistry,,,
COCIC1101,,,86546,4,284,202,Contemp Western Civilization I,Core,,,
MATHW4041,,,27212,3,44,27,Intro to Modern Algebra I,Math,3193,,
MATHW4042,,,19574,3,19,7,Intro to Mod Algebra II,Math,3419,,
APMAE4901,APAM,4901,71400,0,102,61,Sem-Problems In Applied Math,Applied Physics/Math,,,
RELIW4518,,,73598,4,2,1,The Formation of the Talmud,Religion,,,
STATW3105,,,71440,3,31,17,Introduction to Probability,Statistics,5772,,
MATHV3952,,,853,3,4,4,Undergraduate Seminars II,Math,,,
MATHW4062,,,28004,3,23,9,Intro-Modern Analysis II,Math,5190,,
PHYSW3081,,,22550,2,57,34,Intermediate Laboratory Work,Physics,1546,,
RELIW4538,,,13324,4,2,1,Re-Reading the Talmud,Religion,,,
STATW3107,,,16973,3,99,54,Intro to Statistical Inference,Statistics,5710,,
COMSW3136,COMS,3136,93401,4,149,77,Essential Data Structures,Computer Science,,,
LINGW3101,,,68456,3,34,15,Introduction to Linguistics,Other,6029,,
BMENE4898,BMEN,4898,12205,3,36,8,Biophotonics,BioMedical Engineering,,,
BMENE9500,BMEN,9500,13297,3,35,2,Doctoral Research,BioMedical Engineering,,,
EAASW4560,,,9734,4,1,0,Women Visionaries-Tibet/E Asia,East Asian Lang. & Cult.,,,
KORNW1001,,,73196,2,71,38,Elementary Korean A,East Asian Lang. & Cult.,,,
ENMEE4363,CEEM,4363,60840,3,24,3,Multiscale Comp Sci and Engin,Civil Engineering,,,
ENMEE6364,CEEM,6364,14135,3,19,2,Nonlinear Computational Mech,Civil Engineering,,,
ELENE6778,ELEN,6778,18751,3,11,0,Apply Netwrk Tech/Physcl Systm,Electrical Engineering,,,
EEBME6092,ELEN,6092,63466,3,10,2,Topic Big Data In Neurosc,Other,,,
EEBME6099,BMEN,6099,77204,3,12,2,Tpcs: Comput Neurosci/Neuroengi,Other,,,
BBSNY4000,,,33753,3,1,0,Cognitive Neuroscience and Ed,Other,,,
MATHW4391,,,21727,3,3,0,Intro to Quantum Mechanics,Math,,,
ARCHA4344,,,84787,3,1,0,Traditional Japanese Architec,Architecture,,,
EAEEE4010,EAEE,4010,71948,3,3,0,Remote Sensing and Environ Change,Earth/Environmental Engineering,,,
BMENE4430,BMEN,4430,20794,3,34,12,Prin of Mag Resonance Imaging,BioMedical Engineering,,,
ELENE4301,ELEN,4301,67403,3,80,7,Intro-Semiconductor Devices,Electrical Engineering,,,
MSAEE6085,APAM,6085,19258,3,26,1,Comp Elec Struct-Complx Mtrs,Applied Physics/Math,,,
ANTHV1002,,,92651,3,20,15,The Interpretation of Culture,Anthropology,3797,,
ANTHV1112,,,18106,0,3,2,Interpretation of Culture-Disc,Anthropology,,,
ELENE3390,ELEN,3390,21253,3,131,34,Elec Circuit Design Laboratory,Electrical Engineering,4259,,
PSYCW1001,,,67191,3,254,144,The Science of Psychology,Psychology,924,,
SOCIW1000,,,62446,3,50,27,The Social World,Sociology,5518,,
EESCV2100,,,81247,4,16,13,Earth'S Enviro Syst: Clim Syst,Earth/Environmental Science,5830,,
ASTRC1403,,,27279,3,20,3,"Earth, Moon, and Planets-Lect",Astronomy,2499,,
COMSW1005,COMS,1005,62287,3,223,150,Intro-Comput Sci/Prog-Matlab,Computer Science,22,,
COMSW3137,COMS,3137,82534,4,206,87,Data Structures/Algorithm,Computer Science,1622,,
ELENE3082,ELEN,3082,88654,1,259,91,Digital Systems Laboratory,Electrical Engineering,,,
ELENE3401,ELEN,3401,61905,4,145,59,Electromagnetics,Electrical Engineering,3687,,
IEORE4507,IEOR,4507,61787,3,158,33,Healthcare Operations Mgt,Industrial Eng/Operations Res.,,,
MSAEE3104,APAM,3104,92647,3,25,9,Lab In Materials Science,Applied Physics/Math,,,
MSAEE3141,EAEE,3141,12896,3,40,18,Processing-Metls/Semiconductrs,Applied Physics/Math,1740,,
MSAEE3142,APAM,3142,87538,3,39,14,Processing-Ceramics and Polymers,Applied Physics/Math,,,
JPNSW1002,,,73932,2,20,11,Elementary Japanese B,East Asian Lang. & Cult.,3293,,
KORNW1002,,,73803,2,27,16,Elementary Korean B,East Asian Lang. & Cult.,,,
MSAEE3156,APAM,3156,73451,3,39,11,Design Project,Applied Physics/Math,,,
MSAEE4101,APAM,4101,22832,3,85,6,Structrl Analysis of Materials,Applied Physics/Math,5875,,
APPHE3100,APAM,3100,88972,3,66,34,Intro to Quantum Mechanics,Applied Physics/Math,4742,,
MATHW1003,,,12390,3,1,0,College Algebra-Anlytc Geomtry,Math,2632,,
PHYSW3018,,,88456,3,23,16,Weapons of Mass Destruction,Physics,,,
MSAEE4250,VDEO,4250,26065,3,88,15,Ceramics/Ceramc Comp Mate,Applied Physics/Math,6070,,
MSAEE3157,APAM,3157,18549,3,17,10,Design Project,Applied Physics/Math,,,
EECSE6894,ELEN,6894,83097,3,21,4,Topic Deep Learning Com,Other,,,
EAEEE3900,EAEE,3900,22448,3,32,12,Undergrad Res-Environmtl Engin,Earth/Environmental Engineering,,,
EAEEE4301,EAEE,4301,76053,3,45,2,Carbon Storage,Earth/Environmental Engineering,,,
DNCEX2455,,,6118,1,7,3,Feldenkrais For Dancers,Dance,,,
EAEEE4950,EAEE,4950,19893,3,39,5,Enivron Biochemical Processes,Earth/Environmental Engineering,,,
EPIDP6400,,,27281,3,3,0,Principles of Epidemiology I,Other,,,
EPIDP6402,,,62099,0,3,0,Prin of Epidemiology I-Sem,Other,,,
MECEE3901,MECE,3901,62285,3,38,12,Honors Tutorial In Mech Engin,Mechanical Engineering,,,
IEORE2261,IEOR,2261,66850,3,475,282,Intro to Accounting and Finance,Industrial Eng/Operations Res.,,,
EECSE6898,ELEN,6898,26898,3,75,2,From Data to Solutions,Other,,,
COMSE6915,COMS,6915,92099,1,44,5,Academic Writing,Computer Science,,,
STATG8325,,,64688,3,7,2,Topics In Advanced Statistics,Statistics,,,
CNYGO8401,,,21788,3,4,0,"Nlp,Machine/Learning/The Web",Other,,,
CSORW4561,COMS,4561,66552,1,8,0,Intellectual Prop For Entrep,Other,,,
CHENE4130,CHEN,4130,80901,3,186,6,Adv Chem Engi Thermodynamics,Chemical Engineering,,,
PLANA6700,,,85800,3,3,0,Re Fin + Dev For Non Red,Other,,,
BMENE4301,BMEN,4301,15660,3,11,1,Structure/Mech and Adap of Bone,BioMedical Engineering,,,
MECEE6422,MECE,6422,21770,3,53,3,Intro-Theory of Elasticity I,Mechanical Engineering,,,
MECEE6423,MECE,6423,13404,3,7,1,Intro-Theory of Elasticity I,Mechanical Engineering,,,
EHSCP9319,,,60843,3,9,0,Clin Nuclear Medicine Physics,Other,,,
APPHE4990,APAM,4990,26833,1,7,0,Spec Tpcs In Radiation Th,Applied Physics/Math,,,
APPHE6340,APAM,6340,67796,3,22,0,Diagnostic Radiol Practicum,Applied Physics/Math,,,
ANTHV2009,,,81347,3,7,0,Culture Through Film and Media,Anthropology,4747,,
ANTHV2109,,,23488,0,7,0,Culture Thru Film and Media-Disc,Anthropology,,,
ACCTB8100,,,19381,3,12,0,Earnings Quality and Fundamental,Other,,,
DROMB8122,IEOR,8122,62043,3,174,1,Mse Game-Theoretc Bus Strategy,Other,,,
INAFU8835,,,22746,1,4,0,New Venture Practicum,International & public affairs,,,
ACCTB8009,,,67340,3,18,1,Financial Statement Analysis,Other,,,
OPMNB9835,,,72814,3,51,1,(Phd) Computing For Busin,Other,,,
FINCB9323,,,64456,3,2,0,(Phd) Introduction to Economet,Business,,,
IEORE4572,IEOR,4572,23357,3,11,0,Or In Telecommunications,Industrial Eng/Operations Res.,,,
STATG6505,,,18752,3,22,1,Stochastic Methods In Finance,Statistics,,,
MEBME4703,MECE,4703,19254,3,4,1,Molecular Mechanics In Biology,Other,,,
MECEE4212,MECE,4212,75930,3,57,3,Microelectromechanical Systems,Mechanical Engineering,,,
MECEE6700,MECE,6700,29602,3,8,1,Carbon Nanotube Sci and Technol,Mechanical Engineering,,,
MECEE4213,MECE,4213,28597,3,39,2,Biomems: Design Fab and Analysis,Mechanical Engineering,,,
BMENE3920,BMEN,3920,83200,4,208,82,Biomedical Engin Design II,BioMedical Engineering,,,
BMENE4010,BMEN,4010,73300,2,218,86,Ethics For Biomedicl Engineers,BioMedical Engineering,3184,,
EAEEE3901,EAEE,3901,75509,3,182,82,Environmental Microbiology,Earth/Environmental Engineering,5977,,
APMAE3101,APAM,3101,14918,3,78,41,Applied Math I: Linear Algebra,Applied Physics/Math,2041,,
GREKV3997,,,13303,3,1,1,Directed Greek Readings,Other,,,
LATNG8343,,,98650,3,1,1,Latn Sci Lit-1St Cent and Beyond,Other,,,
FRENW1202,,,62641,4,20,9,Intermediate French II,French,1068,,
FRENW1222,,,14616,2,11,7,Intermed Conversatn French I,French,5321,,
GREKG8453,,,64284,3,1,1,Selfhood/Autonomy-Greek,Other,,,
STATW4107,,,66890,3,64,32,Statistical Inference,Statistics,2035,,
APMAE4903,APAM,4903,28600,3,104,45,Sem-Problems In Applied Math,Applied Physics/Math,,,
GREKV3996,,,25157,3,1,1,The Major Seminar,Other,,,
MATHW4071,,,77612,3,14,2,Intro to the Math of Fina,Math,1422,,
PHYSW4023,,,26597,3,3,2,Thermal and Statistical Physics,Physics,3356,,
APMAE4400,APAM,4400,12410,3,14,6,Intro to Biophysical Modeling,Applied Physics/Math,,,
APPHE3400,APAM,3400,94259,3,6,4,Physics of the Human Body,Applied Physics/Math,,,
ASTRW3602,,,73323,3,3,1,Physical Cosmology,Astronomy,5923,,
EECSE4340,COMS,4340,23384,3,58,6,Computer Hardware Design,Other,,,
ARCHV1020,,,4084,3,43,25,Intro-Arch Design/Vis Culture,Architecture,5438,,
ARCHV3117,,,9471,3,18,9,Perceptions of Architecture,Architecture,5345,,
MECEE4312,MECE,4312,21754,3,96,9,Solar Thermal Engineering,Mechanical Engineering,6477,,
APPHE4130,VDEO,4130,61790,3,47,3,Physics/Solar Energy,Applied Physics/Math,,,
MATHG4076,,,97048,3,43,2,Capital Markets and Investments,Math,,,
ECONW4500,,,16623,3,19,4,International Trade,Economics,6787,,
HRMGB8412,,,72432,3,5,0,Managerial Negotiations,Other,,,
HSEAW3898,,,69256,3,12,7,The Mongols In History,East Asian Lang. & Cult.,,,
IEORE4726,IEOR,4726,23297,3,50,1,Experimental Finance,Industrial Eng/Operations Res.,,,
ELENE4488,ELEN,4488,67116,3,59,8,Optical Systems,Electrical Engineering,,,
ELENE4314,ELEN,4314,73049,3,99,11,Communication Circuits,Electrical Engineering,,,
IEORE4574,IEOR,4574,76851,3,285,20,Business Analytics For Or,Industrial Eng/Operations Res.,,,
MRKTB9677,,,12624,3,8,0,Creation of a Retail Enterpris,Other,,,
EESCW4400,,,12518,3,8,0,Dyn-Climate Var and Climate Chg,Earth/Environmental Science,,,
EESCW4550,,,13500,3,2,0,Plant Ecophysiology,Earth/Environmental Science,,,
EESCW4404,,,25354,3,16,1,Regionl Clim and Climate Impacts,Earth/Environmental Science,,,
EEEBG4100,,,21198,4,1,0,Forest Ecology,Other,,,
EESCW4008,,,68791,3,21,10,Intro to Atmospheric Science,Earth/Environmental Science,,,
EESCW4210,,,80899,3,1,0,Geophysical Fluid Dynamics Sem,Earth/Environmental Science,,,
ECONG4235,,,2473,3,10,3,Hist Foundatns of Modern Econ,Economics,1773,,
STATW4290,,,76446,3,35,5,Statistical Methods In Finance,Statistics,,,
INAFU6016,,,77797,3,1,0,Cost-Benefit Analysis,International & public affairs,,,
STATG8285,,,75784,3,9,1,Stat Analysis of Neural Data,Statistics,,,
HISTW3997,,,68599,3,2,0,World War II In Hist and Memory,History,151,,
FINCB8312,,,64337,3,3,0,Advanced Derivatives,Business,,,
APPHE3300,APAM,3300,60846,3,60,30,Applied Electromagnetism,Applied Physics/Math,2039,,
COMSW3210,COMS,3210,80951,3,102,30,Scientific Computation,Computer Science,861,,
APPHE4903,APAM,4903,15160,2,46,20,Sem-Problms In Applied Physics,Applied Physics/Math,,,
PHYSW3083,,,14677,3,4,0,Electronics Laboratory,Physics,,,
PHYSG4011,,,17151,3,8,2,Particle Astrophys and Cosmology,Physics,,,
BMENE3998,BMEN,3998,88699,3,152,82,Projects In Biomedical Engin,BioMedical Engineering,,,
DNCEX1136,,,2732,1,22,11,Ballet I,Dance,,,
IEORE4577,IEOR,4577,78443,0,40,4,Intellectual Property Entrepreneurs,Industrial Eng/Operations Res.,,,
ELENE3083,ELEN,3083,19291,1,244,86,Electronic Circuits Laboratory,Electrical Engineering,,,
ELENE3331,ELEN,3331,18351,3,246,87,Electronic Circuits,Electrical Engineering,3672,,
COMSW3261,COMS,3261,99700,3,502,291,Computer Science Theory,Computer Science,234,,
PHILV2400,,,7364,3,2,0,Psychol and Philos of Hum Exper,Philosophy,6412,,
ECONW4280,,,85030,3,218,82,Corporate Finance,Economics,5793,,
ELENE6873,ELEN,6873,14580,3,44,1,Detection and Estimation Theory,Electrical Engineering,,,
ECONW4415,,,66147,3,71,21,Game Theory,Economics,2339,,
ELENE6718,ELEN,6718,14059,3,48,1,Algebraic Coding Theory,Electrical Engineering,,,
CIENE0002,CEEM,2,20798,0,82,25,Construction Track,Civil Engineering,,,
MUSIV1592,,,98051,2,37,17,University Orchestra II,Music,,,
ECONW4321,,,16597,3,39,7,Economic Development,Economics,1934,,
CHENE3120,CHEN,3120,95949,3,218,97,Transport Phenomena II,Chemical Engineering,,,
CHENE3210,CHEN,3210,17193,3,236,96,Chem Engineerng Thermodynamics,Chemical Engineering,,,
CHENE3220,CHEN,3220,21201,2,134,36,Analysis Chem Engi Pblms II,Chemical Engineering,,,
CHENE4230,CHEN,4230,16946,3,235,101,Reactor Kinetics/Reactor Desgn,Chemical Engineering,,,
DNCEX2565,,,6751,3,4,2,World Dance History,Dance,,,
CHENE4140,CHEN,4140,65527,3,175,65,Chem and Biochemical Separa,Chemical Engineering,,,
CHENE4201,CHEN,4201,88955,3,184,12,Engin Appl of Electrochemistry,Chemical Engineering,,,
CHENE4300,CHEN,4300,24332,2,179,65,Chemical Engineering Control,Chemical Engineering,,,
CHENE4500,CHEN,4500,75006,4,183,65,Principles of Process Des,Chemical Engineering,,,
DNCEX1330,,,5002,1,22,17,Modern I,Dance,,,
ELENE3998,ELEN,3998,72212,3,39,15,Projects In Elec Engineering,Electrical Engineering,,,
DNCEX2255,,,729,0,35,24,Afro-Cuban Dance,Dance,,,
MATHW4392,,,25941,3,8,2,Quantum Mechanics Math,Math,,,
DROMB8120,,,77294,3,38,0,Sports Analytics,Other,,,
EEORE4650,ELEN,4650,82785,3,54,1,Convex Optimization For Elen,Other,,,
CHEMW1500,,,92078,3,696,420,General Chemistry Laboratory,Chemistry,677,,
CHEMW1501,,,62598,0,697,420,General Chemistry Lab-Lecture,Chemistry,,,
JOURJ0005,,,66097,0,15,0,Seas 2nd Yr,Other,,,
JOURJ6041,,,63033,4,19,0,Masters Project II,Other,,,
MATHG4151,,,69043,4,10,1,Analysis and Probability I,Math,,,
STATW3051,,,66548,3,3,0,Math Finance In Continous Time,Statistics,,,
BUECB8208,,,60290,1,2,0,(Phd) Economic Anal.Iii,Other,,,
BUECB8209,,,67985,1,2,0,(Phd) Economic Theory IV,Other,,,
STATG6106,,,75228,4,4,1,Probability Theory II,Statistics,,,
DROMB9118,,,24763,3,14,1,(Phd) Foundations of Optimizat,Other,,,
STATW4437,,,11071,3,41,2,Time Series Analysis,Statistics,,,
CSEEE6868,COMS,6868,93500,3,94,9,System-On-Chip Platforms,Computer Science,,,
FRENX1002,,,3295,4,4,1,Elementary French II,French,,,
STATW1211,,,63443,3,155,92,Introduction to Statistics,Statistics,4634,,
ASCEV2365,,,188,4,44,29,Intro East Asian Civ: Tibet,East Asian Lang. & Cult.,4525,,
COMSE0004,COMS,4,83537,0,104,50,Applications-Track,Computer Science,,,
COMSW4241,COMS,4241,17499,3,42,10,Numericl Algorithms-Complexity,Computer Science,6815,,
PHYSC1403,,,72088,3,266,227,Intro-Classcl and Quantum Waves,Physics,4457,,
ASCEV2002,,,81351,4,74,47,Intro Major Topics: East Asian,East Asian Lang. & Cult.,648,,
ECONW2105,,,87798,3,12,5,The American Economy,Economics,,,
ELENE6884,ELEN,6884,26504,3,36,0,Topics: Data Compression,Electrical Engineering,,,
ECONG5211,,,75189,3,2,0,Intro to Microanalysis,Economics,,,
EAEEE6240,EAEE,6240,11524,3,43,1,Physical Hydrology,Earth/Environmental Engineering,,,
ECONW4750,,,22866,3,12,2,Globalization and Its Risks,Economics,,,
MATHG6209,,,69899,4,6,2,Partial Differential Equations,Math,,,
BIOLW4193,,,91747,3,2,0,Stem Cell Biol and Applications,Biology,,,
BMENE4440,BMEN,4440,83201,3,22,1,Physiological Control System,BioMedical Engineering,,,
MATHG4153,,,26530,4,4,0,Probability II,Math,,,
ECONW4505,,,80941,3,28,9,Int'L Monetary Theory and P,Economics,,,
ECONW4325,,,61322,3,20,11,Economic Development of Japan,Economics,3408,,
MUSIV2206,,,98248,3,12,6,Midi Music Productn Techniques,Music,379,,
DNCEX2253,,,7648,0,14,5,African Dance II,Dance,,,
MDESW1215,,,63012,5,2,1,Second Year Arabic II,Mid. East, South Asian, African Stud.,
RELIV2008,,,20996,3,106,62,Buddhism: East Asian,Religion,,,
RELIV2305,,,27646,3,11,4,Islam,Religion,6757,,
MATHV1201,,,60925,3,1361,707,Calculus III,Math,4746,,
ASCEV2359,,,25965,4,100,61,Intro-East Asian Civlztn-,East Asian Lang. & Cult.,481,,
ASCEV2360,,,73676,0,99,60,Intro-E Asian Civ: China-Disc,East Asian Lang. & Cult.,,,
ECONW4251,,,68576,3,51,18,Industrial Organization,Economics,,,
HISTW1061,,,25472,3,4,2,Intro-Early Mid Ages: 250-1050,History,2383,,
IEORE4205,IEOR,4205,81779,3,102,45,Studies In Operations Research,Industrial Eng/Operations Res.,,,
HISTX3413,,,9398,3,10,3,United States 1940-1975,History,4923,,
HISTX3570,,,2218,3,3,0,Alma Mater: Hist U.S.Coll/Univ,History,,,
MGMTB8528,,,14904,3,3,0,Family Enterprise and Wea,Other,,,
ECMRB8744,,,74787,3,1,0,The Psychology and Economics O,Other,,,
BUECB8226,,,71922,3,2,0,Developing Strategies For High,Other,,,
STATG6191,,,71031,3,8,1,Appl Statistcs For Researchers,Statistics,,,
BMENE6420,BMEN,6420,75280,3,4,0,Adv Microscopy Applications,BioMedical Engineering,,,
CHENE9000,CHEN,9000,24695,0,137,7,Chemicl Engineering Colloquium,Chemical Engineering,,,
BIOTW4200,,,19231,3,27,7,Biopharmaceutical Dev and Reg,Other,5567,,
CHENE9500,CHEN,9500,13032,6,25,3,Doctoral Research,Chemical Engineering,,,
LATNW4139,,,4069,3,1,0,Elements of Latin Prose Style,Other,5745,,
BIOCW4501,,,26391,4,2,0,Biochem I-Structure/Metabolism,Other,,,
BMEEE4740,BMEN,4740,18450,3,57,5,Bioinstrumentation,Other,,,
MICRG4120,,,71106,1,1,0,Intro to Computational Biology,Other,,,
CSORE4995,COMS,4995,63453,3,29,9,Financial Software System,Other,,,
ANTHV1130,,,61549,3,31,28,Africa and the Anthropologist,Anthropology,,,
ANTHV1133,,,10957,0,17,14,Africa and the Anthrop-Disc,Anthropology,6669,,
PSYCW2620,,,29780,3,19,10,Abnormal Behavior,Psychology,2271,,
EESCW4401,,,16691,4,3,1,Models-Clim-Sens Nat/Hum Syst,Earth/Environmental Science,5516,,
SUMAK4169,,,16271,3,3,1,Sustainability Metrics,Continuing Education,,,
BMENE4340,BMEN,4340,23147,3,22,0,Biomechanics of Cells,BioMedical Engineering,,,
ELENE4750,ELEN,4750,92080,3,36,0,Sp and Comm On Mobile Multi Proc,Electrical Engineering,,,
BIOLC2005,,,21840,4,281,169,"Intro Bio I: Biochem,Gen,Molec",Biology,591,,
BIOLW2501,,,65053,3,44,21,Contemporary Biology Lab,Biology,4642,,
PHYSW1291,,,23812,1,42,26,General Physics I Lab,Physics,2635,,
UKRNW1101,,,10086,4,2,1,Elementary Ukrainian I,Other,6161,,
BIOLC2006,,,67470,4,309,154,"Intro Bio II: Cell Bio,Dev/Phys",Biology,992,,
CHEMC3444,,,65260,3,96,66,Organic Chemistry II-Lec,Chemistry,282,,
CHEMC3446,,,26901,0,82,56,Organic Chemistry - Rec,Chemistry,,,
CHEMW3543,,,70287,3,170,103,Organic Chemistry Laboratory,Chemistry,,,
PHYSW1292,,,61435,1,45,24,General Physics II Laboratory,Physics,4774,,
MGMTB7737,,,75821,3,1,0,Entrepreneurial Management,Other,,,
MGMTB7739,,,23370,3,1,0,Advanced Entrepreneurship,Other,,,
CIENE4139,CEEM,4139,81801,3,124,2,Thry/Pract of Virtal Dsgn Cons,Civil Engineering,,,
STATW4315,,,80997,3,71,8,Linear Regression Models,Statistics,6762,,
BMENE6005,BMEN,6005,13300,3,18,0,Biomedical Design,BioMedical Engineering,,,
ECBME4090,ELEN,4090,73749,3,33,4,Brain Computer Interfaces Lab,Other,,,
ELENE3701,ELEN,3701,66651,3,150,50,Intro to Communication Systems,Electrical Engineering,3333,,
ELENE3043,ELEN,3043,23661,3,117,38,"Sol St, Microwave, Optics",Electrical Engineering,5508,,
ELENE3399,ELEN,3399,99781,1,117,39,Electrical Engineering Practice,Electrical Engineering,,,
PHYSG4040,,,62477,3,3,0,Intro to General Relativity,Physics,,,
A&HMY5352,,,51679,2,4,1,Voice Instruction-Music Majors,Other,,,
WMSTW4300,,,72213,4,2,0,"Adv Tpcs: Expressive Bod""",Other,,,
STATG6104,,,64358,4,10,1,Computational Statistics,Statistics,,,
APPHE3900,APAM,3900,62150,2,45,21,Undergrad Resrch-Appld Physics,Applied Physics/Math,,,
PHILC1010,,,20865,3,37,17,Methods/Prob of Philos Thought,Philosophy,563,,
AHUMV3400,,,15969,4,38,23,Colloquium On Major Texts,Other,29,,
ECONW4228,,,60305,3,13,3,Urban Economics,Economics,38,,
VIARR3701,,,95950,3,36,15,Photography: Photo I,Visual Arts,,,
PHILV2110,,,68026,3,3,3,Philosophy and Feminism,Philosophy,2128,,
STATW4109,,,20181,6,19,6,Probability and Stat Inference,Statistics,359,,
APPHE4210,APAM,4210,71097,3,16,3,Geophysical Fluid Dynamics Sem,Applied Physics/Math,,,
ENMEE6215,CEEM,6215,82402,3,18,0,Prin/App Sensors Strc Hlth Mon,Civil Engineering,,,
APMAE3102,APAM,3102,91098,3,185,89,Applied Mathematics II,Applied Physics/Math,6533,,
ENGLC1010,,,76896,3,1222,630,University Writing,Core,6247,,
ECONW4615,,,21141,3,12,6,Law and Economics,Economics,5017,,
ELENE4903,ELEN,4903,68157,3,67,2,Tpc: Machine Learning,Electrical Engineering,,,
ENGIE4100,EAEE,4100,62099,1,8,1,Research to Revenue,Other,,,
MRKTB8613,,,15729,1,7,0,Entrepreneurial Selling,Other,,,
ENGLW3391,,,27451,3,1,0,"Bataille, Blanchot, Derri",English & Comp-Lit,,,
BMEEE4030,BMEN,4030,79287,3,29,4,Neural Control Engineering,Other,,,
COMSW3251,COMS,3251,15937,3,151,103,Computational Linear Algebra,Computer Science,3992,,
ECONV2029,,,4671,1,7,1,Fed Challenge Workshop,Economics,,,
GRAPE1115,CEEM,1115,82288,3,144,88,Engineering Graphics,Other,1652,,
MUSIX3139,,,5250,3,16,12,Introduction Vocal Repertoire,Music,,,
MATHV2500,,,72834,3,165,81,Analysis and Optimization,Math,1047,,
BMCHE3500,BMEN,3500,72500,3,91,40,Biol Transport and Rate Process,Other,,,
BMENE3820,BMEN,3820,75293,3,223,121,Biomedical Engineering Lab I,BioMedical Engineering,,,
ASCMV2357,,,9865,4,13,5,Intro to Indian Civilizations,Other,197,,
BMENE3830,BMEN,3830,76600,3,173,83,Biomedical Engineering Lab I,BioMedical Engineering,,,
BMENE3910,BMEN,3910,72676,4,173,83,Biomedical Engineering Design,BioMedical Engineering,,,
ANTHV2013,,,72150,3,3,1,Africa-21C-Aesth,Culture,Polit,Anthropology,
MDESW3000,,,63382,4,3,2,Theories and Culture: Mid E,Mid. East, South Asian, African Stud.,6736
MDESW3005,,,19762,0,3,2,Theories and Culture: Mid E,Mid. East, South Asian, African Stud.,
PHILV3301,,,16482,3,2,0,Twentieth-Century Philosophy,Philosophy,1166,,
PHYSC1493,,,72792,3,332,306,Intro to Experimental Phys-Lab,Physics,1163,,
PHILV3251,,,20947,3,4,1,Kant,Philosophy,5058,,
HISTW3660,,,97846,3,28,22,Latin American Civilization I,History,4750,,
HISTW3666,,,10902,0,16,13,Latin Amer Civilization I-Disc,History,,,
ENGLW4405,,,10836,3,2,0,"Thackeray, Dickens, Eliot",English & Comp-Lit,5149,,
STATW3026,,,77702,3,16,6,Applied Data Mining,Statistics,6681,,
PHILX1001,,,9632,3,34,15,Introduction to Philosophy,Philosophy,4601,,
RUSSV3222,,,22544,3,9,4,Tolstoy and Dostoevsky,Other,,,
BIOLW3006,,,87446,3,17,6,General Physiology,Biology,745,,
CHENE3900,CHEN,3900,27202,3,118,50,Undergraduate Research Project,Chemical Engineering,,,
CIENE1201,CEEM,1201,28042,3,151,115,The Art of Structural Design,Civil Engineering,1539,,
GMTHX3142,,,5884,4,1,0,Bertolt Brecht: Making of Thtr,Other,,,
CIEEE3250,EAEE,3250,15997,3,104,39,Hydrosystems Engineering,Other,,,
CIEEE3255,EAEE,3255,17347,3,155,67,Envir Contr/Pollutn Reduct Sys,Other,6543,,
EAEEE3800,EAEE,3800,18448,2,71,30,Earth and Envir Engin Lab I,Earth/Environmental Engineering,,,
ARCHA4684,,,60820,3,4,1,Sustainable Design,Architecture,6583,,
EAEEE3801,EAEE,3801,69921,2,57,21,Earth and Envir Engin Lab II,Earth/Environmental Engineering,,,
EAEEE3998,EAEE,3998,19087,2,57,21,Undergraduate Project I,Earth/Environmental Engineering,,,
EESCV2200,,,22011,4,16,7,Earth'S Env System: Solid Earth,Earth/Environmental Science,3000,,
