ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,,
AMSTW3630,,,82047,3,4,2,The American Graphic Novel,,
BIOLW3005,,,19295,4,8,2,Neurobio II: Devpt and Systems,,
BIOLX1500,,,6536,3,6,2,Intro Organismal/Evol Biol,,
INSMW3950,,,12291,4,4,2,Friendship In Asian/Westrn Civ,,
IEORE4714,IEOR,4714,74779,1,93,2,"Risk Mgmt,Fin Systm,Fin Crisis",,
VIARR3330,,,68198,3,6,2,Sculpture I,,
THTRV2002,,,1666,3,8,2,New York Theatre,,
BMENE6505,BMEN,6505,72950,3,15,2,Adv Scaffold Des/Complx Tissue,,
COMSW4130,COMS,4130,27884,3,54,2,Parallel Programming,,
MUSIV3462,,,78297,3,3,2,"Music, Gender, Performance",,
MUSIW4515,,,17798,3,3,2,Conducting Music of Our,,
EAEEE4304,EAEE,4304,75958,3,16,2,Closing the Carbon Cycle,,
ASTRC3101,,,73141,3,8,2,Modern Stellar Astrophysi,,
JPNSW4018,,,11840,4,6,2,Business Japanese,,
CHNSW4003,,,76278,5,5,2,Advanced Chinese N,,
CPLSV3675,,,7595,3,3,2,Mad Love,,
ANTHV2008,,,26296,3,4,2,Film and Culture,,
ANTHV2108,,,78791,0,4,2,Film and Culture - Rec,,
DNCEX3250,,,9391,1,5,2,Flamenco and Classcl Sp Dance I,,
EAASW4520,,,61066,4,3,2,Modern Korean Lit In Translatn,,
DNCEX2335,,,8245,1,4,2,Modern IV,,
SDEVW3390,,,76647,3,8,2,Gis For Sustainable Developmnt,,
ITALW1101,,,20508,4,4,2,Elementary Italian I,,
HSEAW3862,,,81772,3,2,2,The History of Korea to 1900,,
MDESW1611,,,86547,5,12,2,Elementary Hindi-Urdu II,,
JPNSW4006,,,15671,5,3,2,Third Year Japanese II,,
PORTW1102,,,13446,4,9,2,Elementary Portuguese II,,
BIOLW3073,,,62613,3,7,2,Cellular/Molecular Immunology,,
MECEE6424,MECE,6424,73651,3,21,2,Vibrations In Machines I,,
AHISW4110,,,415,3,3,2,Modern Japanese Architecture,,
ARCHA6786,,,62029,3,2,2,"Concrete, Cast Stone and Mortar",,
FRENW3132,,,97646,2,7,2,Third-Year Conversation F,,
FRENW3333,,,84029,3,4,2,Intro to Literary Studies I,,
CHNSW4015,,,85782,4,4,2,Media Chinese,,
ASTRC3601,,,8872,3,3,2,"Relatvity,Black Holes,Cosmolgy",,
WRITW2001,,,77450,3,5,2,Intermediate Fiction Workshop,,
MDESW1610,,,93547,5,6,2,Elementary Hindi-Urdu I,,
SOCIW3265,,,77296,3,3,2,Sociology of Work and Gender,,
PHYSW3008,,,20737,3,7,2,Electromagnetic Waves and Optics,,
ANTHV2239,,,60877,0,2,2,Magic,Witchcraft,Modernity-Dis
APPHE6110,APAM,6110,23160,3,4,2,Laser Interactions With Matter,,
EAASW4357,,,16505,4,6,2,Contemporary Japanese Cinema,,
DNCEX2564,,,3017,3,3,2,Dance Composition: Content,,
MUSIV3128,,,70207,3,4,2,Hist-West Mus: Mid Age-Baroque,,
MDESW1401,,,13256,4,4,2,Elementary Sanskrit I,,
MDESW1402,,,23244,4,3,2,Elementary Sanskrit II,,
MDESW1208,,,19229,5,3,2,Arabic For Heritage Speakers I,,
MDESW1209,,,19759,5,4,2,Arabic Heritage Speakers II,,
MDESW3923,,,21157,3,3,2,Cntrl Questions In Islamic Law,,
HISTW3432,,,73027,3,6,2,U.S. Era of Civil War and Recon,,
MATHW4065,,,21858,3,3,2,Honors Complex Variables,,
HISTW3304,,,68580,3,4,2,"Modern Germany, 1900-2000",,
PHILV3274,,,1435,3,2,2,Nietzsche,,
CPLSW3333,,,77348,3,4,2,East/West Frametale Narratives,,
ENGLX3121,,,9138,3,6,2,Public Speaking,,
SDEVW2300,,,16202,3,9,2,Challenges 0F Sustainable Dev,,
URBSV3420,,,2613,3,3,2,Introduction Urban Sociol,,
HSPBW3950,,,67793,3,4,2,Social Hist of Amer Pub Health,,
RUSSV1101,,,22073,5,6,2,First-Year Russian I,,
AMSTW3930,,,21635,4,3,2,Freedom and Citizenship In,,
GERMV3002,,,7100,3,4,2,Advanced German II,,
LATNV1101,,,66246,4,4,2,Elementary Latin I,,
STATW3103,,,72965,6,4,2,Mathematical Methods For Stat,,
SOCIW3296,,,19218,3,3,2,Paris: the Making of a Mo,,
ARCHV3120,,,3459,3,5,2,"City,Landscape, and Ecology",,
DNCEX3576,,,7302,3,2,2,Dance Criticism,,
PSYCX1138,,,241,3,5,2,Social Psychology-Lec,,
EESCW1401,,,90798,3,4,2,Dinosaur and History of Life-Lec,,
MATHW4044,,,15846,3,4,2,Representatns of Finite Groups,,
SPANW1220,,,11585,4,5,2,Comprehensive Inter Spanish,,
HISTX3676,,,8898,3,3,2,Lat Amer: Migration/Race/Ethn,,
DNCEX3338,,,5555,1,3,2,Contact Improvisation,,
CHNSW4005,,,19348,5,3,2,Advanced Chinese W,,
MGMTB8521,,,17701,3,5,2,Lean Launchpad,,
MDESW3042,,,26293,3,2,2,Palestinian-Israeli Polit/Soc,,
MDESW3043,,,87297,0,2,2,Palestinian-Israeli Pol/Soc Ds,,
RELIV3000,,,72823,3,2,2,Buddhist Ethics,,
CHNSW4018,,,79694,4,3,2,Readings In Modern Chinese,,
EAASV3350,,,72826,3,3,2,Japanese Fiction and Film,,
POLSW3690,,,97546,3,3,2,International Law,,
POLSW3699,,,69703,0,3,2,International Law-Disc,,
EAASW4102,,,9998,4,2,2,Crit Approaches E.Asia So,,
PHYSW4003,,,75515,3,13,2,Advanced Mechanics,,
CATLW1120,,,69136,4,2,2,Comprehensive Beg Catalan,,
EAASW4160,,,98456,3,2,2,Cultures In Colonial Korea,,
DNCEX1247,,,3436,1,2,2,Beginning Jazz Dance,,
MATHV3902,,,17850,3,2,2,Supervised Readings II,,
PHILW3960,,,68187,4,2,2,Epistemology,,
PHILW3963,,,16090,0,2,2,Epistemology - Rec,,
MUSIG6610,,,16952,3,2,2,Sound: Advanced Topics I,,
SPANK1992,,,56596,4,2,2,Language and Culture Pro-Seminar,,
WRITW3001,,,88099,3,2,2,Advanced Fiction Workshop,,
CSERW3490,,,18284,4,2,2,Post 9/11 Immigration Policies,,
AHISW3233,,,96106,0,5,2,Medieval Architecture-Disc,,
ANTHW3998,,,12796,4,2,2,Supervised Individual Research,,
EESCW4040,,,63006,3,3,2,Clim Thermodyn/Energy Transfer,,
BINFG6001,,,62148,3,6,2,Projects-Biomedical Informatcs,,
LINGW4190,,,73596,3,2,2,Discourse Analysis,,
ENGLW4612,,,16048,3,2,2,Jazz and American Culture,,
CPLSG4075,,,74238,3,2,2,"Philosophy, Anthro and Politics",,
SOCIX3207,,,1764,3,2,2,"Music, Race and Identity",,
SOCIW3214,,,27982,3,2,2,Immigration-Transform-Amer Soc,,
MUSIX1001,,,3023,3,3,2,An Introduction to Music I,,
ANTHV3008,,,8283,3,2,2,Maximum Cinemas: India/Nig,,
YORUW1101,,,76544,4,2,2,Elementary Yoruba I,,
CSERW3970,,,20866,4,2,2,Arabs In Literature and Film,,
CHEMG4071,,,80787,4,3,2,Inorganic Chemistry,,
CHEMW3098,,,81282,4,2,2,Supervised Independent Res,,
FILMW3007,,,27531,0,2,2,Cinema Hist II-1930-1960-Dis,,
DNCEX1446,,,1332,1,3,2,Tap I,,
POLSW3100,,,72823,3,3,2,Justice,,
SOCIV3228,,,4204,3,2,2,Sociology of Medicine,,
PORTW3350,,,69262,3,3,2,Lusophone Afr/Afro-Braz Cultrs,,
ANTHV2004,,,62145,3,3,2,Intro to Soc and Cultural Theory,,
MDESW3445,,,27427,3,2,2,Societies/Cultrs: Indian Ocean,,
POLSV3604,,,3576,3,2,2,"Civil War,Intervention Af",,
AHISX1001,,,1791,4,2,2,Introduction to Art History I,,
FRENW1105,,,23963,8,2,2,Accelerated Elem French,,
CPLSW3454,,,11783,3,2,2,Staging the Early Mod Mediterr,,
ECONX2075,,,2613,3,2,2,Logic Limits Economic Justice,,
AHISX3687,,,415,3,2,2,Modern Japanese Art,,
SOCIX3911,,,4445,4,2,2,Social Contexts Immigratn Law,,
SOCIX3913,,,5930,4,2,2,Inequalities U.S. Law and Society,,
RELIV3307,,,66201,4,6,2,Muslims In Diaspora,,
EAASW3932,,,14279,4,2,2,Revolution In Modern China,,
CHNSC1222,,,74265,5,2,2,Intermediate Chinese W,,
ECONX2411,,,8324,4,8,2,Statistics For Economics,,
MUSIV3635,,,86536,3,4,2,Hist of Music Production Tech,,
MUSIW4405,,,72558,3,3,2,Music and Language,,
FILMX3204,,,5058,0,3,2,Intro Study Theory Film - Dis,,
ENGLX3142,,,8545,3,2,2,Major English Texts II,,
BIOLX1503,,,4585,2,3,2,Intro Lab Cellular and Molec Bio,,
ECONK3992,,,13607,3,2,2,Taxation,,
AHISW3607,,,12450,3,2,2,Baroque Imperial Spain(17Th C),,
DNCEX2334,,,2110,1,4,2,Modern IV,,
STATW3315,,,29535,3,3,2,Linear Regression Models,,
HSEAW4890,,,11450,3,2,2,East Asian Historiography,,
SDEVW2320,,,26596,3,2,2,Econ and Fin Mthds For Sdev,,
ASTRW1610,,,29576,3,2,2,Theor-Univers: Babylon-Big Bang,,
PLANA4387,,,93696,3,2,2,Pub/Priv Partnerships Nyc,,
EESCV1030,,,20951,3,2,2,Oceanography,,
POLSW4466,,,27830,0,2,2,Latin Amer Politics-Disc,,
SWHLW1101,,,74226,4,2,2,Elementary Swahili I,,
POLSW4461,,,73266,4,2,2,Latin American Politics,,
PHYSW4019,,,65260,3,5,2,Mathematicl Methods of Physics,,
MATHV3951,,,78297,3,2,2,Undergraduate Seminars I,,
CHEMX3271,,,435,3,2,2,Inorganic Chemistry,,
FILMX3201,,,2089,3,3,2,Intro Study and Theory of F,,
PHYSW4021,,,92803,3,5,2,Quantum Mechanics I,,
ENGLW4901,,,66511,3,2,2,History of English,,
VIARR3401,,,68867,3,2,2,Printmaking I: Intaglio,,
HISTX3865,,,7302,3,2,2,Gender and Power In China,,
PHILV3100,,,72946,3,2,2,Paradoxes,,
CHEMX3326,,,9458,0,2,2,Intro Org Chem - Lab Lecture,,
CHNSW4014,,,67941,4,2,2,Media Chinese,,
CHNSW4004,,,28937,5,3,2,Advanced Chinese N,,
HSEAW3865,,,16752,0,2,2,History of Modern Korea-Disc,,
ECONX2413,,,1775,0,2,2,Stats For Economics - Rec,,
DTCHW1101,,,23502,4,3,2,Elementary Dutch I,,
ASTRW3646,,,62846,3,3,2,Observational Astronomy,,
ASTRW3998,,,61613,3,3,2,Independent Research,,
CLENW3208,,,19691,3,2,2,Modern Comparative Fictio,,
CHNSF1201,,,66688,5,2,2,Second Year Chinese N,,
MSAEE4102,APAM,4102,70846,3,49,2,Synthesis and Processing of Materials,,
HSEAG4894,,,60837,4,3,2,Who Is the Samurai?,,
PHYSW4022,,,88282,3,3,2,Quantum Mechanics II,,
HISTW3803,,,12848,3,2,2,The Worlds of Mughal India,,
PUBHW3200,,,28035,3,4,2,Introduction to Public Health,,
RELIW4818,,,71796,4,2,2,Vampires,,
SPANK3996,,,66960,4,2,2,Literatura Hispanoamerica,,
BIOLX1513,,,1248,0,3,2,Biol Bc 1503 Recitation,,
EESCW4600,,,72676,3,4,2,Earth Resources and Sustain Dev,,
MUSIV3442,,,73677,3,2,2,"Song, Story, Affect",,
FILMW3006,,,92546,3,2,2,Cinema Hist II: 1930-1960,,
CHEMG4103,,,22614,4,2,2,Organometallic Chemistry,,
POLSV3614,,,7237,0,2,2,"Civil War, Interventtion Africa",,
POLSW3922,,,66408,4,2,2,The First Amendment,,
ASTRW1403,,,16563,3,7,2,"Earth, Moon, and Planets",,
DNCEX3332,,,340,1,2,2,Modern V,,
EAASW3342,,,87998,4,2,2,Mythology of East Asia,,
DTCHW1201,,,62997,4,2,2,Intermediate Dutch I,,
DTCHW1202,,,22173,4,2,2,Intermediate Dutch II,,
PSYCX2177,,,7700,3,2,2,Psychology of Drug Use and A,,
CHEMX3328,,,1558,2,2,2,Intro Organic Chemistry-Lab,,
EAASW3937,,,10029,4,2,2,Transnatl World/Mod Korn Cultr,,
MDESW1510,,,25766,5,2,2,1St Yr Mod Hebrew: Elem I,,
ENGLX3146,,,2771,3,2,2,Walk This Way,,
HISTW3657,,,60951,3,3,2,Medieval Jewish Cultures,,
HISTX3388,,,2396,3,2,2,Intro to History of Science,,
ELENE6886,ELEN,6886,11439,3,53,1,Topic: Sparse Rep/Hi-Dim,,
ECIEW4280,,,64717,3,43,1,Corporate Finance,,
BIOLG4260,,,63298,3,4,1,Proteomics Laboratory,,
IEORE8100,IEOR,8100,19282,3,66,1,Comp Math of the Power,,
IEORE4725,IEOR,4725,79535,3,56,1,Electronic Mrkts Fundamen,,
STATW4249,,,96752,3,26,1,Applied Data Science,,
EAEEE9271,EAEE,9271,93636,0,119,1,Earth and Environmntl Eng Thesis,,
APAME6650,APAM,6650,82599,4,93,1,Research Project,,
APPHE6101,APAM,6101,76928,3,16,1,Plasma Physics I,,
IEORE4570,IEOR,4570,60854,3,185,1,Machine Learning For or and ,,
DROMB8114,,,73820,1,14,1,Applied Regression Analys,,
DROMB9122,,,61251,3,44,1,Computing For Business Resrch,,
ELENE6945,VDEO,6945,77208,3,67,1,Device Nanofabrication,,
FINCB8301,,,62047,3,119,1,Adv Corp Finance From,,
APMAE6901,APAM,6901,28047,3,5,1,Stat and Comput Inverse Pro,,
IEORE4728,IEOR,4728,23353,3,271,1,Prof Devpt For Ms and E,,
EAEEE9305,EAEE,9305,97196,3,124,1,Earth/Environmntl Eng Research,,
ELENE6201,ELEN,6201,83202,3,50,1,Linear System Theory,,
EAEEE4210,EAEE,4210,97597,3,20,1,Thermal Treatmnt-Waste/Bio Mat,,
ENVPU6239,,,28003,3,1,1,Polit/Pol-Urban Sustainabilty,,
ENVPU6224,,,27847,3,13,1,Environmental Data Analysis,,
ELENE6907,ELEN,6907,27598,3,51,1,Topic: Emerg Nano Devices,,
ELENE6320,ELEN,6320,75749,3,37,1,Millimeter-Wave Ic Design,,
MECEE6614,MECE,6614,17303,3,46,1,Adv Tpc: Robotics/Mech Synthes,,
IEORE4723,IEOR,4723,60283,1,103,1,For Exch/Relatd Derivatvs Inst,,
APPHE4501,APAM,4501,73450,0,50,1,Medical Hlth Phys Tutorial,,
EAEEE4200,EAEE,4200,21549,3,8,1,Production-Inorganic Materials,,
ELENE6920,ELEN,6920,73309,3,27,1,Topic Vlsi For Signal Pro,,
BIOLW4031,,,63965,3,4,1,Genetics,,
IEORE6614,IEOR,6614,21599,4,49,1,Optimization II,,
IEORE6712,IEOR,6712,22447,4,45,1,Stochastic Modeling II,,
ELENE6302,ELEN,6302,11326,3,34,1,Mos Transistors,,
ELENE6880,ELEN,6880,21850,3,31,1,Mimo Wireless Communicati,,
RELIV2803,,,94259,3,5,1,Religion 101,,
POLSG4845,,,84696,4,4,1,Nat Security Strat of Mid East,,
APPHE4710,APAM,4710,20308,3,41,1,Rad Instrument/Measurement Lab,,
APPHE6333,APAM,6333,87191,3,35,1,Radiation Therapy Phys Pract,,
MECEE9500,MECE,9500,93198,0,40,1,Graduate Seminar,,
IEORE4720,IEOR,4720,77557,0,198,1,Commodity Derivatives,,
CIEEE4260,CEEM,4260,18181,4,13,1,Urban Ecology Studio,,
BMENE6000,BMEN,6000,23649,3,37,1,Graduate Special Topic,,
ACCTB7100,,,76914,3,7,1,Earnings Quality and Fundamental,,
ACCTB7009,,,62095,3,2,1,Financial Statement Analysis,,
ELENE6882,ELEN,6882,23151,3,82,1,Visual Search Engine,,
ELENE6860,ELEN,6860,16684,3,63,1,Adv Digital Signal Processing,,
MGMTB8519,,,76068,3,29,1,Launching New Ventures,,
RELIW4518,,,73598,4,2,1,The Formation of the Talmud,,
RELIW4538,,,13324,4,2,1,Re-Reading the Talmud,,
MSAEE6085,APAM,6085,19258,3,26,1,Comp Elec Struct-Complx Mtrs,,
BMENE4301,BMEN,4301,15660,3,11,1,Structure/Mech and Adap of Bone,,
MECEE6423,MECE,6423,13404,3,7,1,Intro-Theory of Elasticity I,,
DROMB8122,IEOR,8122,62043,3,174,1,Mse Game-Theoretc Bus Strategy,,
ACCTB8009,,,67340,3,18,1,Financial Statement Analysis,,
OPMNB9835,,,72814,3,51,1,(Phd) Computing For Busin,,
STATG6505,,,18752,3,22,1,Stochastic Methods In Finance,,
MEBME4703,MECE,4703,19254,3,4,1,Molecular Mechanics In Biology,,
MECEE6700,MECE,6700,29602,3,8,1,Carbon Nanotube Sci and Technol,,
GREKV3997,,,13303,3,1,1,Directed Greek Readings,,
LATNG8343,,,98650,3,1,1,Latn Sci Lit-1St Cent and Beyond,,
GREKG8453,,,64284,3,1,1,Selfhood/Autonomy-Greek,,
GREKV3996,,,25157,3,1,1,The Major Seminar,,
ASTRW3602,,,73323,3,3,1,Physical Cosmology,,
IEORE4726,IEOR,4726,23297,3,50,1,Experimental Finance,,
EESCW4404,,,25354,3,16,1,Regionl Clim and Climate Impacts,,
STATG8285,,,75784,3,9,1,Stat Analysis of Neural Data,,
ELENE6873,ELEN,6873,14580,3,44,1,Detection and Estimation Theory,,
ELENE6718,ELEN,6718,14059,3,48,1,Algebraic Coding Theory,,
EEORE4650,ELEN,4650,82785,3,54,1,Convex Optimization For Elen,,
MATHG4151,,,69043,4,10,1,Analysis and Probability I,,
STATG6106,,,75228,4,4,1,Probability Theory II,,
DROMB9118,,,24763,3,14,1,(Phd) Foundations of Optimizat,,
FRENX1002,,,3295,4,4,1,Elementary French II,,
EAEEE6240,EAEE,6240,11524,3,43,1,Physical Hydrology,,
BMENE4440,BMEN,4440,83201,3,22,1,Physiological Control System,,
MDESW1215,,,63012,5,2,1,Second Year Arabic II,,
STATG6191,,,71031,3,8,1,Appl Statistcs For Researchers,,
EESCW4401,,,16691,4,3,1,Models-Clim-Sens Nat/Hum Syst,,
SUMAK4169,,,16271,3,3,1,Sustainability Metrics,,
UKRNW1101,,,10086,4,2,1,Elementary Ukrainian I,,
A&HMY5352,,,51679,2,4,1,Voice Instruction-Music Majors,,
STATG6104,,,64358,4,10,1,Computational Statistics,,
ENGIE4100,EAEE,4100,62099,1,8,1,Research to Revenue,,
ECONV2029,,,4671,1,7,1,Fed Challenge Workshop,,
ANTHV2013,,,72150,3,3,1,Africa-21C-Aesth,Culture,Polit
PHILV3251,,,20947,3,4,1,Kant,,
ARCHA4684,,,60820,3,4,1,Sustainable Design,,
ARCHA4635,,,60282,3,3,1,Architectural Daylighting,,
ELENE6904,ELEN,6904,74896,3,13,1,Topic Antenna Design,,
PHYSG8040,,,79043,3,3,1,General Relativity,,
ASTRC3105,,,80942,3,7,1,Extrasolar Planets and Astrobiol,,
PHILV3252,,,66996,3,4,1,Philosophy of Lang and Mind,,
HSEAW3881,,,17747,3,2,1,History of Modern China II,,
MATHG4075,,,94255,3,28,1,Math Mthds-Fin Price Analysis,,
BIOLX3320,,,4575,3,2,1,Microbiology,,
ELENE6885,ELEN,6885,77334,3,55,1,Topic: Network Science,,
FRENW1221,,,27733,2,8,1,Intermed Conversatn French I,,
CHENE4540,CHEN,4540,28284,3,29,1,Energy and Process Integration,,
ECONW4211,,,96696,3,9,1,Advanced Microeconomics,,
JOURJ4001,,,26649,3,6,1,Storytelling With Data,,
CHEMX3282,,,5294,3,3,1,Biological Chemistry,,
DNCEX3565,,,3399,3,2,1,Compos: Collab and Creative Proc,,
BIOLW3004,,,21840,4,9,1,Neurobio I: Cellular and Moleculr,,
AMSTW3931,,,13027,4,3,1,"Race,Poverty,Amer Crim Ju",,
CHEMC3080,,,69263,4,4,1,Physical Chemistry-Lec II,,
IEORE4101,IEOR,4101,93549,3,76,1,Probability Models For Mse,,
IEORE4102,IEOR,4102,11946,3,80,1,Stochastic Modeling For,,
SPANW3330,,,1614,3,3,1,Intro-Stdy-Hispanic Cultrs(Sp),,
HISTW3540,,,22207,3,3,1,History of the South,,
CSERW3940,,,13646,4,2,1,Comp Study of Constitutnl Chal,,
PHILV2108,,,26946,3,2,1,Philosophy of History,,
PSYCW2225,,,23446,3,2,1,Attention and Perception,,
ANTHV2020,,,11452,3,8,1,Chinese Strategies,,
CHENE9001,CHEN,9001,97047,0,124,1,Master'S Colloquium,,
ELENE6488,ELEN,6488,63148,3,17,1,Optical Interconnects,,
STATW4026,,,97047,3,33,1,Applied Data Mining,,
MUSIV2014,,,68348,3,2,1,Pop Musics-Amer'S: Country Mus,,
ENGLW3934,,,88347,3,1,1,Harlem Renaissance,,
MDESW4216,,,19292,3,1,1,Advanced Arabic Grammar Review,,
IEORE4727,IEOR,4727,78445,3,78,1,Prof Communicatn For Ms,,
PHYSG4023,,,70287,3,5,1,Thermal and Statistical Physics,,
ANTHV3908,,,17802,4,2,1,Global Economy In Anth Persp,,
EAEEE8233,EAEE,8233,20942,0,1,1,Res Tpcs In Particle Processng,,
MATHW4007,,,68973,3,3,1,Analytic Number Theory,,
RELIW4018,,,13596,4,2,1,Interpreting Buddhist Yoga,,
STABC0002,,,82552,15,9,1,Full-Time Study Abroad Program,,
ITALV1201,,,16974,4,3,1,Intermediate Italian I,,
HISTW3231,,,71082,3,3,1,Russia and Sov Union 1860-2010,,
BUECB7221,,,21418,3,1,1,Economics of Healthcare and Ph,,
EMPAU6033,,,26796,3,1,1,Decision Models and Management,,
BUSIB7768,,,76173,3,1,1,Innovative Business Models In,,
HISTW3441,,,12400,3,3,1,Makng of the Mod Amer Landscpe,,
CHEMG4168,,,11642,4,3,1,Materials Chemistry I,,
MUSIV1626,,,26149,1,10,1,World Music Ensemble-Gaga,,
EAASV3927,,,24402,3,3,1,China In the Modern World,,
SPRTK4350,,,11277,3,1,1,Fundamentals of Sports Analytics,,
HISTX3424,,,8471,3,3,1,American Maritime History,,
HISTW3544,,,73047,3,4,1,Us Sci and Tech: Franklin-Facebk,,
AHISW4155,,,92396,3,2,1,Art and Archaeol of Mesopotamia,,
AHISW4848,,,18096,3,2,1,Neo-Dada and Pop Art,,
DNCEX3566,,,2984,3,2,1,Composition: Site/Experimental,,
WRITW3302,,,98748,3,3,1,Approaches to the Short S,,
SOCIW3960,,,69570,4,7,1,Sem-Problems of Law and Society,,
CSERW1012,,,76483,3,5,1,Hist-Racialization In the Us,,
ANTHV2120,,,60544,0,4,1,Chinese Strategies - Rec,,
DROMB8116,,,77596,1,51,1,Risk Management,,
SOCIV2440,,,93048,3,1,1,American Society,,
ENGLW4634,,,73546,3,1,1,Amer Fiction As American Hist,,
MDESW1912,,,17419,5,2,1,Intermediate Modern Turkish I,,
PHILV2702,,,22098,3,4,1,Contemporary Moral Problems,,
ANTHV3007,,,12497,3,2,1,Archaeol Before the Bible,,
PHILV2593,,,10941,3,7,1,Science and Religion,,
HISTX3380,,,2218,3,2,1,History of Food In Europe,,
AHISW3205,,,12919,3,2,1,Introduction to Japanese,,
CPLSW3944,,,95803,3,2,1,Lit/Medicine: Imagining Illness,,
RELIW4013,,,61904,4,3,1,Buddhism and Neuroscience,,
EESCX3300,,,4398,4,5,1,Workshop Sustainable Devel,,
PHYSV3900,,,68452,3,6,1,Supervised Individual Research,,
PHYSG4019,,,12798,3,3,1,Mathematicl Methods of Physics,,
ELENE6909,ELEN,6909,77688,3,28,1,Net Algorithm and Dynamics,,
SOCIW3020,,,11022,3,2,1,Social Statistics,,
MRKTB8699,,,74055,1,6,1,Entrepreneurial Selling,,
DNCEX2447,,,5625,1,2,1,Tap II,,
MDESW1710,,,66310,4,4,1,Elementary Persian I,,
MSAEE4301,APAM,4301,25957,3,12,1,Materials Science Laboratory,,
HISTW3447,,,27193,3,5,1,"America, 1918-1945",,
SUMAK4100,,,70734,3,10,1,Sustainability Management,,
POLSW3220,,,21605,3,4,1,Logic of Collective Choice,,
STATG6103,,,72355,4,5,1,Bayesian Data Analysis,,
ELENE6414,ELEN,6414,26340,3,20,1,Photonic Integrated Circuits,,
FRENX1001,,,6364,4,4,1,Elementary French I,,
COMSE6910,COMS,6910,93454,1,28,1,Fieldwork,,
MUSIW2515,,,13350,1,3,1,Intermedte Piano Instructn I,,
HSEAW3869,,,74646,3,3,1,"Modern Japan, 1800 to the Pres",,
ACLGV2029,,,63073,0,3,1,Intro to 21St Cent Archaeology,,
PORTW1201,,,16223,4,4,1,Intermediate Portuguese I,,
MUSIV1625,,,86547,2,6,1,World Music Ensemble-Gaga,,
HISTW3764,,,10049,3,3,1,East African History,,
APPHE4112,APAM,4112,12932,3,20,1,Laser Physics,,
ELENE9800,ELEN,9800,92306,3,4,1,Doctoral Research Instruction,,
SDEVW3310,,,70943,3,2,1,Ethics of Sustainable Developm,,
FINCB8384,,,74405,3,10,1,Equity Derivatives,,
SPANW3450,,,72166,3,3,1,Short Fiction In Latin Am,,
PSYCW2450,,,14682,3,3,1,Behavioral Neuroscience,,
DNCEX3980,,,5092,4,1,1,Performing the Political,,
MATHW4053,,,10123,3,4,1,Intro to Algebraic Topolo,,
PSYCW2680,,,77463,3,3,1,Social/Personality Development,,
CHEMG6168,,,16413,2,2,1,Materials Chemistry IIa,,
CHEMG6169,,,14269,2,2,1,Materials Chemistry IIb,,
PSYCW2480,,,14655,3,2,1,The Developing Brain,,
A&HMY4166,,,51822,2,4,1,Guitar Inst: Non-Major,,
YIDDW1101,,,84031,4,3,1,Elementary Yiddish I,,
MDESW4210,,,29812,5,1,1,Third Year Arabic I,,
MDESW4211,,,76488,5,1,1,Third Year Arabic II,,
CLENW3390,,,23729,4,1,1,The Art of the Novel,,
CLMEW3929,,,61786,3,1,1,Modern Arabic Novels,,
ENGLW3230,,,63319,3,1,1,Joyce,,
MUSIW4318,,,25030,1,1,1,Ear-Training V,,
PHILV3121,,,62242,3,2,1,Plato,,
DROMB8858,IEOR,8858,14703,3,23,1,Data-Driven Entrepreneurship,,
EESCW1411,,,96446,3,1,1,"Earth: Orig,Evol,Proc,Future",,
CHEEE4050,VDEO,4050,77855,3,5,1,Indust/Environmntl Electrochem,,
STATG6501,,,15324,3,11,1,Stochastc Procsses-Applictns I,,
PHILG4561,,,63739,3,1,1,Probability and Decision Theory,,
STATG8307,,,23447,3,3,1,Stat Communication and Graphics,,
MDESW2041,,,65892,3,3,1,Intro to Indian Philosophy,,
ELENE4901,ELEN,4901,21547,3,43,1,Tpc: Mobile App Dev Androi,,
STATG6107,,,61521,4,1,1,Statistical Inference Theory I,,
STATG6108,,,69570,4,1,1,Statisticl Inference Theory II,,
MUSIG6630,,,68604,3,1,1,Recorded Sound,,
ASTRX1753,,,5927,3,5,1,Life In the Universe,,
HISTW3400,,,64030,3,3,1,Amer Pres Fr Washington-Obama,,
CHENE4660,CHEN,4660,72696,3,6,1,Biochemical Engineering,,
POLSW4496,,,61882,3,2,1,Contemporary African Politics,,
EAEEE4303,EAEE,4303,20969,3,6,1,Carbon Measuremnt and Monitoring,,
EESCX3033,,,1030,3,1,1,Waste Management,,
GERMV3001,,,66316,3,4,1,Advanced German I,,
ANTHV3035,,,69462,3,2,1,Religion In Chinese Society,,
ITALW1201,,,68061,4,4,1,Intermediate Italian I,,
ENMEE6216,CEEM,6216,12534,3,8,1,Structural Health Monitoring,,
ENMEE8320,CEEM,8320,69277,4,4,1,Viscoelasticity and Plasticity,,
EEEBW3001,,,63497,4,2,1,The Saga of Life,,
DNCEX3602,,,1372,3,2,1,Rehearsal and Perfrmnce In Dance,,
ARCHA4124,,,96646,3,3,1,"Struc, Systems and Mat",,
ARCHA6825,,,86532,3,3,1,Arch Engineering Hybrid,,
VIETW1101,,,12231,4,2,1,Elementary Vietnamese I,,
HISTX3500,,,8373,3,3,1,"Poverty, Race, and Gender U.S.",,
FILMW3050,,,27548,3,1,1,The Documentary Tradition,,
FILMW3052,,,86348,0,1,1,The Documentary Tradition,,
CSERW3914,,,60954,4,2,1,App to Contemp Native Amer Edu,,
