ID,Dept,Number,Call,Credits,Taken,Undergrads,Name,Department,Culpa,,,,
A&HY4060,,,51502,3,2,0,Youth Cultures,Other,,,,,
A&HAY4084,,,51505,3,1,0,Art and Technology,Other,,,,,
A&HAY4092,,,50547,2,11,0,Intro to Ceramics,Other,,,,,
A&HAY5090,,,50656,3,8,0,Museum Edctn Iss II,Other,,,,,
A&HAY5092,,,50550,2,15,0,Advanced Ceramics,Other,,,,,
A&HAY5093,,,51128,2,2,0,Advanced Sculpture,Other,,,,,
A&HAY5804,,,50579,2,3,0,Museums As Resource: Met Wkshp,Other,,,,,
A&HAY6906,,,50520,3,17,0,Studio Work-Art/Educ: Ceramics,Other,,,,,
A&HGY4199,,,51978,3,6,0,Issues: Cultural Policy,Other,,,,,
A&HGY5175,,,50093,3,1,0,Business Policy Planning-Arts,Other,,,,,
A&HHY4060,,,51953,2,1,0,History of Education In Nyc,Other,,,,,
A&HHY5076,,,51859,3,3,0,History of African American Ed,Other,,,,,
A&HHY6199,,,51919,2,2,0,Iss: Harlem Digtl Rsrch C,Other,,,,,
A&HLY4106,,,51106,3,1,0,Disc Anly: Base Crse/Esol Pedgy,Other,,,,,
A&HMY4150,,,51557,3,211,0,Instrumental Music Instructn I,Other,,,,,
A&HMY4153,,,51566,2,2,0,Cello Instruction-Non-Major,Other,,,,,
A&HMY4161,,,51572,2,3,0,Saxophone Inst: Non-Major,Other,,,,,
A&HMY4166,,,51576,2,11,0,Guitar Inst: Non-Major,Other,,,,,
A&HMY4168,,,51589,2,1,0,Composition Inst: Non-Major,Other,,,,,
A&HMY4350,,,51582,2,39,0,Piano Instruction: Non-Majors,Other,,,,,
A&HMY4352,,,51584,2,67,0,Voice Instruction: Non-Majors,Other,,,,,
A&HMY5025,,,51800,3,2,0,Creativity/Prob Solv-Music Ed,Other,,,,,
A&HMY5026,,,50632,3,2,0,Music Skills and Creative Strgy,Other,,,,,
ACCTB6001,,,66499,0,2390,0,Accounting I: Financial Accoun,Other,,,,,
ACCTB7008,,,68461,3,78,0,Earnings Quality and Fundamental,Other,,,,,
ACCTB7010,,,14992,3,92,0,Fundamental Analysis For Inves,Other,,,,,
ACCTB8007,,,24668,1,499,0,Financial Planning and Analysis,Other,,,,,
ACCTB8008,,,29931,3,760,0,Earnings Quality and Fundamental,Other,,,,,
ACCTB8009,,,63145,3,919,0,Financial Statement Analysis,Other,,,,,
ACCTB8010,,,76104,3,158,0,Fundamental Analysis For Inves,Other,,,,,
ACCTB9008,,,77244,3,7,0,(Phd) Analytical Topics In Acc,Other,,,,,
ACCTB5001,,,60871,3,938,0,Accounting I: Financial Accoun,Other,,,,,
ACCTB5909,,,71254,3,6,0,Financial Statement Analysis,Other,,,,,
ACLGV2028,,,73696,3,404,0,Intro to 21St Cent Archaeology,Other,,,,,
ACLGV2029,,,78049,0,197,0,Intro to 21St Cent Archaeology,Other,,,,,
ACLSX3450,,,4851,4,316,0,Women and Leadership,Other,,,,,
ACLSX3998,,,9746,4,88,0,Interdisciplinary Senior Sem,Other,,,,,
ACTUK4620,,,21200,3,211,0,Pensions and Erisa,Other,,,,,
ACTUK4625,,,23868,3,275,0,Topics: Health Insurance,Other,,,,,
ACTUK4821,,,12527,3,655,0,Actuarial Methods,Other,,,,,
ACTUK4822,,,92096,3,292,0,Actuarial Methods II,Other,,,,,
ACTUK4823,,,64989,3,517,0,Actuarial Models,Other,,,,,
ACTUK4830,,,71448,3,511,0,Stochastic Proc-Actuarial Sci,Other,,,,,
ACTUK4850,,,81999,1,309,0,Oral Comm For Actuarial Prof,Other,,,,,
ACTUK4870,,,81547,3,42,0,Enterprise Risk Management,Other,,,,,
ACTUK4900,,,29720,2,1718,0,Proseminar In Actuarial Sci,Other,,,,,
ACTUK4995,,,65796,2,256,0,Internship In Actuarial Sci,Other,,,,,
ACTUK5100,,,17071,3,119,0,Integ Proj In Actu Sci,Other,,,,,
ACTUK8020,,,12045,3,6,0,Pensions,Other,,,,,
ACTUK8030,,,16560,3,69,0,Intro to Life Insurance,Other,,,,,
AFASC3930,,,68000,4,612,0,Maroon Societies In The,Other,,,,,
AFASC3936,,,11851,4,100,0,Seminar: Black Intellectu,Other,,,,,
AFASC3997,,,11790,1,6,0,Independent Study-Non Afam,Other,,,,,
AFASC3998,,,88035,4,41,0,Independent Stdy-Undergraduate,Other,,,,,
AFASG4080,,,18347,4,588,0,African-Amer Historiograp,Other,,,,,
AFASG4120,,,23152,4,9,0,Racial Disparities: Causes/Conseq,Other,,,,,
AFASW4032,,,74535,4,77,0,Image/Ident-Contemp Advertisng,Other,,,,,
AFASG4993,,,69348,2,25,0,Editorial and Writing Colloquium,Other,,,,,
AFCVC1020,,,84030,4,539,0,African Civilization,Other,,,,,
AFRSX2006,,,7625,3,124,0,Introduction African Diaspora,Other,,,,,
AFRSX3001,,,4553,1,33,0,Gender and Sexuality Southern Afr,Other,,,,,
AFRSX3099,,,1964,3,15,0,Independent Study,Other,,,,,
AFRSX3121,,,8493,4,51,0,Black Women In America,Other,,,,,
AFRSX3134,,,3972,4,33,0,Unheard Voices: African Women,Other,,,,,
AFRSX3528,,,6044,4,93,0,Hist Cult Polit Econ Harlem,Other,,,,,
AFRSX3562,,,2388,4,45,0,Caribbean Sexualities,Other,,,,,
AFRSX3999,,,8816,4,37,0,Senior Seminar,Other,,,,,
AFRSX3110,,,5430,4,151,0,Coll: Diasporas Indian Oc,Other,,,,,
AHISC3997,,,26075,3,122,0,Senior Thesis,Art History,,,,,
AHISG4385,,,66938,3,152,0,Ren Arch History and Theory,Art History,,,,,
AHISG4861,,,67598,3,18,0,Cinema and Painting,Art History,,,,,
AHISG8012,,,27846,3,2,0,Vitruvius and His Legacy,Art History,,,,,
AHISG8123,,,62548,3,9,0,Chinese Art At Columbia,Art History,,,,,
AHISG8128,,,14531,3,19,0,Edo Period Painting,Art History,,,,,
AHISG8156,,,63447,3,11,0,Fr Greek Antiquity-Byzantium,Art History,,,,,
AHISG8158,,,13183,3,12,0,Tpcs In Ancient Near East Art,Art History,,,,,
AHISG8194,,,70945,3,5,0,Islamic Figurative Sculp: Intro,Art History,,,,,
AHISG8263,,,22192,3,14,0,The Roman Villa,Art History,,,,,
AHISG8460,,,17747,3,6,0,Italian Renaissance Sculpture,Art History,,,,,
AHISG8474,,,10261,3,9,0,15Th C Art In the Netherlands,Art History,,,,,
AHISG8495,,,27825,3,70,0,Modern and Contemp In China,Art History,,,,,
AHISG8571,,,60280,3,8,0,"Expatriate,Emigre,Exile Artists",Art History,,,,,
AHISG8656,,,69695,3,10,0,Hist-Architectural Exhibitions,Art History,,,,,
AHISG8706,,,9277,3,24,0,Directions In Contempry A,Art History,,,,,
AHISG8709,,,3746,3,26,0,The Time of Art 'S Histor,Art History,,,,,
AHISG8807,,,13986,3,24,0,The Body In the Art of India,Art History,,,,,
AHISG8991,,,16505,3,132,0,Curatorial Colloquium,Art History,,,,,
AHISG9170,,,79542,3,1,0,Pblms In the Divine Feminine,Art History,,,,,
AHISG9215,,,67548,3,1,0,Problems In Roman Art and Arch,Art History,,,,,
AHISG9382,,,95799,3,1,0,Problms In Gothic Architecture,Art History,,,,,
AHISG9565,,,60288,3,3,0,Pblms-Etruscan Art and Archaeol,Art History,,,,,
AHISG9645,,,2665,3,1,0,Problems In Teaching Art Hist,Art History,,,,,
AHISG9650,,,6445,3,1,0,Problems In Art Hist Education,Art History,,,,,
AHISH3682,,,27106,3,82,0,Issues In 19Th C French P,Art History,,,,,
AHISH3715,,,27953,3,205,0,Arts In Paris,Art History,,,,,
AHISH3992,,,28348,3,150,0,"Archi 20Eme, 1890-1939",Art History,,,,,
AHISH3998,,,22257,4,19,0,L'Art Brut,Art History,,,,,
AHISI3992,,,88983,3,20,0,Medieval Pictures,Art History,,,,,
AHISV3250,,,21231,3,471,0,Roman Art and Architecture,Art History,,,,,
AHISV3464,,,63032,3,285,0,Later Italian Art,Art History,,,,,
AHISV3662,,,12193,3,33,0,18Th Century Art In Europe,Art History,,,,,
AHISV3663,,,14305,0,29,0,18Th Century Art In Eur-Disc,Art History,,,,,
AHISW3110,,,25305,3,135,0,Athenian Acropolis-5/6Cent Bce,Art History,,,,,
AHISW3208,,,65977,3,287,0,Arts of Africa,Art History,,,,,
AHISW3230,,,68703,3,268,0,Medieval Architecture,Art History,,,,,
AHISW3233,,,16800,0,180,0,Medieval Architecture-Disc,Art History,,,,,
AHISW3606,,,92069,3,35,0,Visual Arts In Imperial Spain,Art History,,,,,
AHISW3616,,,88291,0,19,0,Visual Arts-Imperial Spain-Disc,Art History,,,,,
AHISW3650,,,20765,3,1284,0,Twentieth Century Art,Art History,,,,,
AHISW3655,,,65983,0,1176,0,Twentieth Century Art-Disc,Art History,,,,,
AHISW3812,,,60849,4,12,0,The Study of Gothic Architectr,Art History,,,,,
AHISW3879,,,13068,4,10,0,Med Jerusalem: Making-The Holy,Art History,,,,,
AHISW3895,,,21800,4,384,0,Intro Lit/Methods of Art Hist,Art History,,,,,
AHISW3961,,,24043,4,17,0,Maj Colloq: Lit/Mthds Arch Hist,Art History,,,,,
AHISW3971,,,77280,4,13,0,Photographer/Ethnographer,Art History,,,,,
AHISW4086,,,1982,3,20,0,Aztec Art and Architecture,Art History,,,,,
AHISW4443,,,13926,3,26,0,Baroque/Rococo Arch 1600-1750,Art History,,,,,
AHISX1002,,,1823,4,1643,0,Introduction to Art History I,Art History,,,,,
AHISX2001,,,5241,2,227,0,Drawng Studio: Extended Pr,Art History,,,,,
AHISX2006,,,2013,2,117,0,Painting II,Art History,,,,,
AHISX2008,,,2328,2,46,0,Painting IV,Art History,,,,,
AHISX3003,,,3690,3,345,0,Supervised Proj Photography,Art History,,,,,
AHISX3031,,,3350,3,163,0,Imagery and Form In the Arts,Art History,,,,,
AHISX3099,,,7087,3,83,0,Independent Study,Art History,,,,,
AHISX3642,,,1809,3,163,0,North American Art and Cu,Art History,,,,,
AHISX3655,,,8335,3,127,0,Discourse Publc Art/Publc Spce,Art History,,,,,
AHISX3673,,,4585,3,468,0,Intro History of Photography,Art History,,,,,
AHISX3687,,,415,3,98,0,Modern Japanese Art,Art History,,,,,
AHISX3960,,,5407,3,259,0,Senior Research Seminar,Art History,,,,,
AHISX3969,,,6666,4,33,0,Art Criticism II,Art History,,,,,
AHISX3976,,,9137,4,23,0,Japanese Photography,Art History,,,,,
AHISX3984,,,6989,4,36,0,Curatorial Postns 1969-Pres,Art History,,,,,
AHISX3999,,,1403,4,152,0,Independent Project,Art History,,,,,
AHISG8010,,,78458,3,117,0,Research For Advanced Students,Art History,,,,,
AHISG9900,,,29617,3,387,0,M.A. Thesis,Art History,,,,,
AHISC3980,,,81539,3,48,0,Supervised Individual Research,Art History,,,,,
AHMMV3320,,,66304,3,402,0,Music-East Asia-Southeast Asia,Other,,,,,
AHUMV3340,,,73602,3,672,0,"Art In China, Japan, And",Other,,,,,
AHUMV3399,,,12898,4,921,0,Major Texts: Middle East/India,Other,,,,,
AHUMV3400,,,14918,4,1416,0,Colloq On Maj Texts: East,Other,,,,,
AHUMV3830,,,73040,4,114,0,Coll On Modern East Asia Texts,Other,,,,,
AMN03P,,,10342,0,27,0,Nutrition: Inpatient Support,Other,,,,,
AMHSW4580,,,29785,4,43,0,American Cultural Criticism,Other,,,,,
AMNHO503,,,94284,3,6,0,Evolution,Other,,,,,
AMNHO503L,,,68490,1,4,0,Evolution Lab,Other,,,,,
AMNHO662,,,95961,3,2,0,Next Generation Sequencing,Other,,,,,
AMSTG4999,,,83646,2,110,0,Supervised Individual Research,Other,,,,,
AMSTW3931,,,74735,4,701,0,Language Contact,Other,,,,,
AMSTW3990,,,76323,4,84,0,Research Sem In Amer Studies,Other,,,,,
AMSTX3704,,,1096,4,164,0,Senior Seminar II,Other,,,,,
AMSTX3999,,,4447,2,6,0,Independent Research,Other,,,,,
ANN036,,,25927,0,2,0,Anatomy Preceptorship,Other,,,,,
ANCSV3998,,,7939,3,29,0,Dirctd Rsrch-Ancient Studies I,Other,,,,,
ANCSV3997,,,11051,3,11,0,Dirctd Reading-Ancient Studies,Other,,,,,
ANESM7201,,,23327,0,1462,0,Anesthesiology Clerkship,Other,,,,,
ANTHG4002,,,15931,3,64,0,Controversial Tpcs-Hum Evol I,Anthropology,,,,,
ANTHG4118,,,15272,3,69,0,Settler Colonialism In N Amer,Anthropology,,,,,
ANTHG4148,,,64516,3,74,0,Human Skeletal Biology II,Anthropology,,,,,
ANTHG4175,,,88106,3,8,0,Writing Archaeology,Anthropology,,,,,
ANTHG4246,,,27471,3,14,0,The Politics of Reproduction,Anthropology,,,,,
ANTHG4344,,,13042,3,8,0,Inka Empire,Anthropology,,,,,
ANTHG4639,,,77597,3,9,0,History and Anthropology,Anthropology,,,,,
ANTHG6018,,,67730,3,37,0,Anthropology In Theroy,Anthropology,,,,,
ANTHG6047,,,85281,3,9,0,Debating Nature,Anthropology,,,,,
ANTHG6057,,,66510,3,52,0,"Govermentality, Citizensh",Anthropology,,,,,
ANTHG6069,,,4069,3,15,0,Technobodies,Anthropology,,,,,
ANTHG6078,,,73411,3,47,0,"Strange Resonances,Close",Anthropology,,,,,
ANTHG6085,,,8799,3,95,0,Thing Theory,Anthropology,,,,,
ANTHG6091,,,97346,3,12,0,Carcerality,Anthropology,,,,,
ANTHG6102,,,25322,3,53,0,Semiotic Anthropology II,Anthropology,,,,,
ANTHG6135,,,6129,3,16,0,War and Social Theory,Anthropology,,,,,
ANTHG6157,,,77653,3,46,0,Idea of a Bl Radical Tradition,Anthropology,,,,,
ANTHG6192,,,19428,3,71,0,Exhibitions: Prac Consid,Anthropology,,,,,
ANTHG6212,,,23995,3,101,0,Prin/Appl-Soc and Cultrl Anthrop,Anthropology,,,,,
ANTHG6304,,,25367,3,52,0,Seminar: Ghosts of Modern,Anthropology,,,,,
ANTHG6353,,,14675,3,90,0,Exhib Cltr: Pol/Prac-Mus Exhib,Anthropology,,,,,
ANTHG6602,,,96696,3,86,0,Questions-Anthrop Thry II,Anthropology,,,,,
ANTHG6667,,,11677,3,16,0,Marx and Neoliberalism,Anthropology,,,,,
ANTHG6669,,,3776,3,9,0,Media System of Empire,Anthropology,,,,,
ANTHG8494,,,12835,3,32,0,Seminar On Late Imperial China,Anthropology,,,,,
ANTHG9101,,,2092,3,332,0,Rsch In Social/Cultural Anthro,Anthropology,,,,,
ANTHG9102,,,13002,3,51,0,Research In Archaeology,Anthropology,,,,,
ANTHG9103,,,63034,3,9,0,Research In Physical Anthro,Anthropology,,,,,
ANTHG9105,,,2842,6,55,0,Research In Special Fields,Anthropology,,,,,
ANTHG9110,,,11846,6,89,0,Museum Anthropology Inter,Anthropology,,,,,
ANTHG9111,,,12649,3,78,0,Museum Anthropol Internship I,Anthropology,,,,,
ANTHG9112,,,62848,3,18,0,Rsch In Archeol Method/Theory,Anthropology,,,,,
ANTHH3998,,,82352,4,6,0,Roms: Discrimination,Anthropology,,,,,
ANTHI3992,,,67054,3,4,0,Class Greece and German Per,Anthropology,,,,,
ANTHV1002,,,81996,3,2429,0,The Interpretation of Culture,Anthropology,,,,,
ANTHV1008,,,28969,3,1655,0,The Rise of Civilization,Anthropology,,,,,
ANTHV1009,,,9444,3,364,0,Intro to Language and Culture,Anthropology,,,,,
ANTHV1012,,,21951,0,627,0,Interpretation of Cultre-Disc,Anthropology,,,,,
ANTHV1108,,,86406,0,1277,0,The Rise of Civilization-Disc,Anthropology,,,,,
ANTHV1130,,,26019,3,257,0,Africa and the Anthropologist,Anthropology,,,,,
ANTHV1133,,,17655,0,165,0,Africa and the Anthrop-Disc,Anthropology,,,,,
ANTHV1200,,,72014,3,202,0,Sexuality,Anthropology,,,,,
ANTHV2005,,,70640,3,573,0,The Ethnographic Imagination,Anthropology,,,,,
ANTHV2006,,,62506,3,26,0,Corruption In Critical Persp,Anthropology,,,,,
ANTHV2009,,,21315,3,1029,0,Culture Through Film and Media,Anthropology,,,,,
ANTHV2109,,,26808,0,150,0,Culture Thru Film and Media-Disc,Anthropology,,,,,
ANTHV2205,,,62209,0,464,0,Ethnographic Imagination-Disc,Anthropology,,,,,
ANTHV3005,,,2501,3,65,0,Societies/Cultures of Afr,Anthropology,,,,,
ANTHV3007,,,60591,3,84,0,Archaeol Before the Bible,Anthropology,,,,,
ANTHV3041,,,5821,4,244,0,Anthropological Theory II,Anthropology,,,,,
ANTHV3126,,,17299,3,67,0,Imagining the City,Anthropology,,,,,
ANTHV3465,,,60045,3,209,0,"Women, Gender Pol-Muslim World",Anthropology,,,,,
ANTHV3467,,,82044,0,169,0,Women/Gender-Muslim World-Disc,Anthropology,,,,,
ANTHV3717,,,3456,4,19,0,Laboratory Lives,Anthropology,,,,,
ANTHV3876,,,72957,4,26,0,Chinese Sci/Med-E Asia/Beyond,Anthropology,,,,,
ANTHV3880,,,18153,4,102,0,Listening: An Ethnog of Sound,Anthropology,,,,,
ANTHV3924,,,76433,4,90,0,Anthropology and Disaster,Anthropology,,,,,
ANTHV3983,,,19438,4,64,0,Ideas/Society In the Caribbean,Anthropology,,,,,
ANTHV3988,,,3136,4,57,0,Race/Sexuality-Sci and Soc Prac,Anthropology,,,,,
ANTHV3999,,,27495,4,196,0,Honors Seminar In Anth,Anthropology,,,,,
ANTHW4282,,,71395,3,116,0,Islamic Law,Anthropology,,,,,
ANTHW4284,,,73664,3,2,0,Islam and Theory,Anthropology,,,,,
ANTHX3868,,,2229,4,43,0,Field Research In Nyc,Anthropology,,,,,
ANTHX3872,,,1500,4,254,0,Senior Thesis Seminar II,Anthropology,,,,,
ANTHX3999,,,6283,3,31,0,Individual Projects,Anthropology,,,,,
ANTHW3998,,,82783,4,135,0,Supervised Individual Research,Anthropology,,,,,
APAME9301,APAM,9301,96948,11,822,0,Doctoral Research,Other,,,,,
APAME6650,APAM,6650,82599,3,230,0,Research Project,Other,,,,,
APMAE2101,APAM,2101,27534,3,1274,0,Intro to Applied Mathematics,Applied Physics/Math,,,,,
APMAE3102,APAM,3102,91098,3,435,0,Applied Mathematics II,Applied Physics/Math,,,,,
APMAE4001,APAM,4001,96601,3,599,0,Principles of Applied Math,Applied Physics/Math,,,,,
APMAE4300,APAM,4300,18148,3,924,0,Comput Math: Intro-Numercl Meth,Applied Physics/Math,,,,,
APMAE4901,APAM,4901,71400,1,336,0,Sem-Problems In Applied Math,Applied Physics/Math,,,,,
APMAE4903,APAM,4903,28600,4,320,0,Sem-Problems In Applied Math,Applied Physics/Math,,,,,
APMAE6301,APAM,6301,21099,3,117,0,Analytic Methods For Pde'S,Applied Physics/Math,,,,,
APMAE9102,APAM,9102,25522,4,13,0,Research II,Applied Physics/Math,,,,,
APMAE9810,APAM,9810,69272,0,87,0,Seas Coll In Climate Sci,Applied Physics/Math,,,,,
APMAE3900,APAM,3900,67701,4,102,0,Undergrad Res In Applied Math,Applied Physics/Math,,,,,
APMAE4150,VDEO,4150,16853,3,150,0,Applied Function Analysis,Applied Physics/Math,,,,,
APMAE4204,VDEO,4204,23499,3,554,0,Functns of a Complex Variable,Applied Physics/Math,,,,,
APMAE6302,APAM,6302,20943,3,53,0,Numerical Analysis of Pde'S,Applied Physics/Math,,,,,
APPHE3100,APAM,3100,88972,3,138,0,Intro to Quantum Mechanics,Applied Physics/Math,,,,,
APPHE3300,APAM,3300,60846,3,122,0,Applied Electromagnetism,Applied Physics/Math,,,,,
APPHE4018,APAM,4018,67950,2,171,0,Applied Physics Laboratory,Applied Physics/Math,,,,,
APPHE4112,APAM,4112,12932,3,34,0,Laser Physics,Applied Physics/Math,,,,,
APPHE4210,APAM,4210,71097,3,79,0,Geophysical Fluid Dynamics Sem,Applied Physics/Math,,,,,
APPHE4301,APAM,4301,71999,3,83,0,Intro to Plasma Physics,Applied Physics/Math,,,,,
APPHE4330,APAM,4330,28647,3,45,0,Radiobiology For Med Phys,Applied Physics/Math,,,,,
APPHE4501,APAM,4501,73450,0,72,0,Medical Hlth Phys Tutorial,Applied Physics/Math,,,,,
APPHE4550,APAM,4550,76199,0,119,0,Medical Physics Seminar,Applied Physics/Math,,,,,
APPHE6102,APAM,6102,88450,3,40,0,Plasma Physics II,Applied Physics/Math,,,,,
APPHE6319,APAM,6319,65802,3,44,0,Clin Nuclear Medicine Physics,Applied Physics/Math,,,,,
APPHE6330,APAM,6330,91199,3,48,0,Diagnostic Radiology Physics,Applied Physics/Math,,,,,
APPHE6333,APAM,6333,87191,3,35,0,Radiation Therapy Phys Pract,Applied Physics/Math,,,,,
APPHE6335,APAM,6335,12201,3,50,0,Radiation Therapy Physics,Applied Physics/Math,,,,,
APPHE6340,APAM,6340,67796,3,22,0,Diagnostic Radiol Practicum,Applied Physics/Math,,,,,
APPHE6365,APAM,6365,81498,3,21,0,Nuclear Medicine Practicum,Applied Physics/Math,,,,,
APPHE9143,APAM,9143,12651,3,3,0,Magnetc Flds/Plasma Conf,Applied Physics/Math,,,,,
APPHE3900,APAM,3900,62150,2,89,0,Undergrad Resrch-Appld Physics,Applied Physics/Math,,,,,
APPHE4130,VDEO,4130,61790,3,171,0,Physics/Solar Energy,Applied Physics/Math,,,,,
APPHE4200,VDEO,4200,64703,3,155,0,Physics of Fluids,Applied Physics/Math,,,,,
ARAMG4201,,,63706,3,1,0,Intermediate Aramaic I,Other,,,,,
ARCHA4002,,,81846,9,845,0,Core Studio Semester II,Architecture,,,,,
ARCHA4004,,,91347,9,820,0,Advanced Studio Semester IV,Architecture,,,,,
ARCHA4006,,,76781,9,1775,0,Advanced Studio Semester IV,Architecture,,,,,
ARCHA4010,,,88098,4,199,0,Design Studio,Architecture,,,,,
ARCHA4015,,,90946,3,206,0,French Seminar,Architecture,,,,,
ARCHA4017,,,91547,1,39,0,French Intensive I,Architecture,,,,,
ARCHA4024,,,14280,3,683,0,Architectural Drwg and Rep II,Architecture,,,,,
ARCHA4029,,,97897,3,166,0,Arch-Planning-Preservatn-Paris,Architecture,,,,,
ARCHA4030,,,80029,3,152,0,Development of Paris,Architecture,,,,,
ARCHA4031,,,83030,3,121,0,History of European Cities,Architecture,,,,,
ARCHA4033,,,13747,3,74,0,Cccp Arch Colloquium II,Architecture,,,,,
ARCHA4037,,,85780,1,109,0,Imaginative Transformations,Architecture,,,,,
ARCHA4041,,,17196,9,63,0,Cccp Arch Thesis II,Architecture,,,,,
ARCHA4044,,,21297,4,58,0,Workshop In Urban Studies,Architecture,,,,,
ARCHA4051,,,22246,1,105,0,Re-Draw I,Architecture,,,,,
ARCHA4052,,,22997,1,66,0,Re-Draw II,Architecture,,,,,
ARCHA4060,,,23347,1,129,0,Architectural Photography,Architecture,,,,,
ARCHA4061,,,25898,1,34,0,Cinema + Arch,Architecture,,,,,
ARCHA4102,,,86896,0,477,0,Core Studio II - Tutorial,Architecture,,,,,
ARCHA4104,,,97596,0,477,0,Adv Studio IV - Tutorial,Architecture,,,,,
ARCHA4106,,,88529,0,1048,0,Adv Studio Vi - Tutorial,Architecture,,,,,
ARCHA4112,,,18746,3,487,0,Architectural Technology,Architecture,,,,,
ARCHA4115,,,21946,3,597,0,Architectural Technology,Architecture,,,,,
ARCHA4141,,,76697,1,103,0,Beyond Prototype,Architecture,,,,,
ARCHA4326,,,26297,3,57,0,Arch Visualization Since 1900,Architecture,,,,,
ARCHA4330,,,82530,3,389,0,Urban History I,Architecture,,,,,
ARCHA4332,,,83296,3,47,0,Eur Urb + Cartography,Architecture,,,,,
ARCHA4337,,,13007,3,55,0,"Polit-Space: Cities,Inst,Space",Architecture,,,,,
ARCHA4341,,,98397,3,449,0,American Arch II,Architecture,,,,,
ARCHA4344,,,77029,3,198,0,Traditional Japanese Architec,Architecture,,,,,
ARCHA4349,,,25796,3,827,0,History of Architecture I,Architecture,,,,,
ARCHA4356,,,25780,3,201,0,Contemporary Chinese City,Architecture,,,,,
ARCHA4374,,,60846,3,47,0,Contemporary Theory,Architecture,,,,,
ARCHA4429,,,89691,3,117,0,Studies In Tectonic Culture,Architecture,,,,,
ARCHA4460,,,63011,3,217,0,Japanese Urbanism,Architecture,,,,,
ARCHA4461,,,62646,3,35,0,Trad Chinese Architecture,Architecture,,,,,
ARCHA4517,,,71447,3,174,0,"Exotic Moderns: City,Space",Architecture,,,,,
ARCHA4524,,,93449,1,314,0,The Topological Study of Form,Architecture,,,,,
ARCHA4525,,,15797,1,217,0,Simulation-Orig-Tangible,Architecture,,,,,
ARCHA4534,,,20955,1,731,0,Techniques of the Ultrareal,Architecture,,,,,
ARCHA4538,,,60858,3,14,0,Researching Research,Architecture,,,,,
ARCHA4542,,,60828,1,495,0,Imagining the Ultrareal,Architecture,,,,,
ARCHA4566,,,66097,3,93,0,Collecting Arch Territories II,Architecture,,,,,
ARCHA4596,,,81346,3,245,0,12 Dialogical/Poetic Strateges,Architecture,,,,,
ARCHA4618,,,82796,3,165,0,Arch: the Contemporary,Architecture,,,,,
ARCHA4620,,,71950,3,16,0,Building China Modern,Architecture,,,,,
ARCHA4627,,,86447,3,127,0,Materials and Methods In Arch,Architecture,,,,,
ARCHA4628,,,87497,3,71,0,Acoustics,Architecture,,,,,
ARCHA4634,,,90847,3,204,0,Advanced Curtain Walls,Architecture,,,,,
ARCHA4635,,,88280,3,132,0,Architectural Daylighting,Architecture,,,,,
ARCHA4656,,,87997,3,181,0,Fast Pace/Slow Space,Architecture,,,,,
ARCHA4676,,,60829,1,285,0,Architectural Photography,Architecture,,,,,
ARCHA4678,,,97446,3,102,0,New Spaces of Housing,Architecture,,,,,
ARCHA4682,,,87046,3,12,0,Adv Energy Performance In Arch,Architecture,,,,,
ARCHA4688,,,98444,3,270,0,Pub Space/Recombinant Urbanism,Architecture,,,,,
ARCHA4711,,,63449,1,304,0,Search: Adv Algorithmic Design,Architecture,,,,,
ARCHA4715,,,62947,1,554,0,Re-Thinking Bim,Architecture,,,,,
ARCHA4716,,,71400,1,257,0,Graphic Pres I,Architecture,,,,,
ARCHA4717,,,82897,1,128,0,Adv Graphic Pres II,Architecture,,,,,
ARCHA4718,,,77097,1,249,0,Cinematic Communication,Architecture,,,,,
ARCHA4722,,,10947,3,196,0,Network City,Architecture,,,,,
ARCHA4726,,,12596,3,194,0,Other Design,Architecture,,,,,
ARCHA4730,,,10033,1,148,0,Adaptive Fabrications 01,Architecture,,,,,
ARCHA4731,,,17397,1,112,0,Adaptive Formulations 02,Architecture,,,,,
ARCHA4741,,,17149,1,102,0,Field of Paly I,Architecture,,,,,
ARCHA4747,,,22397,1,292,0,Parametric Realizations,Architecture,,,,,
ARCHA4748,,,75515,1,157,0,Fabrications,Architecture,,,,,
ARCHA4753,,,60830,1,42,0,Design Machine,Architecture,,,,,
ARCHA4758,,,91348,1,9,0,Field of Play II,Architecture,,,,,
ARCHA4763,,,16746,3,10,0,Tech Elective,Architecture,,,,,
ARCHA4771,,,21196,1,7,0,Stained and Leaded Glass,Architecture,,,,,
ARCHA4775,,,99781,3,17,0,Art Power + Space In Mid East,Architecture,,,,,
ARCHA4778,,,10951,1,50,0,Digital Jig,Architecture,,,,,
ARCHA4792,,,81798,1,140,0,Approaching Convergence,Architecture,,,,,
ARCHA4793,,,77284,1,81,0,Appi-Tecture,Architecture,,,,,
ARCHA4798,,,29701,1,135,0,Craft In the Digital Age,Architecture,,,,,
ARCHA4801,,,61596,3,138,0,Encoded Matter,Architecture,,,,,
ARCHA4803,,,22596,3,84,0,Dictionary of Received Ideas,Architecture,,,,,
ARCHA4804,,,26646,3,33,0,Program,Architecture,,,,,
ARCHA4806,,,93442,1,4,0,Future Craft I,Architecture,,,,,
ARCHA4807,,,87699,1,5,0,Future Craft II,Architecture,,,,,
ARCHA4813,,,62699,1,193,0,Integrated Project Deliv,Architecture,,,,,
ARCHA4814,,,71998,1,130,0,Hacking the Urban Experience,Architecture,,,,,
